index,m1_msun,m2_msun,chi1x,chi1y,chi1z,chi2x,chi2y,chi2z,dL_Mpc
0,77.39,64.20,-0.74,-0.21,-0.50,-0.02,-0.22,0.20,774.76
1,125.49,32.71,-0.57,0.16,-0.19,-0.52,-0.08,-0.48,930.86
2,147.20,138.62,-0.30,0.72,-0.94,-0.01,-0.22,0.17,331.79
3,104.89,23.53,-0.68,-0.53,0.69,0.18,0.66,-0.14,129.28
4,131.48,71.75,-0.31,-0.92,0.65,-0.74,0.70,0.13,698.96
5,67.46,60.38,0.89,0.54,-0.13,-0.07,-0.84,-0.27,774.70
6,114.13,109.08,-0.21,0.28,0.60,-0.55,0.31,0.20,946.70
7,188.26,49.89,0.87,0.55,-0.81,-0.68,-0.93,-0.47,931.23
8,172.85,171.71,0.92,0.09,0.43,-0.86,-0.26,0.21,544.51
9,72.31,16.21,0.43,0.63,-0.52,0.06,0.45,-0.31,883.23
10,97.82,24.51,-0.93,-0.21,0.09,-0.79,-0.31,-0.69,841.03
11,170.07,82.08,-0.58,-0.70,0.22,-0.12,-0.57,-0.05,692.62
12,169.42,88.61,-0.16,0.73,-0.70,-0.01,-0.92,-0.62,893.91
13,110.36,81.48,-0.05,-0.84,-0.67,0.71,-0.51,0.38,914.05
14,179.99,157.69,0.47,-0.50,0.86,-0.99,-0.38,0.83,981.87
15,141.84,36.32,-0.22,-0.50,0.85,0.86,-0.91,0.77,482.74
16,158.97,24.05,0.05,-0.36,-0.96,0.46,0.31,-0.98,924.87
17,179.17,11.49,-0.65,0.76,-0.79,0.83,-0.21,0.88,749.91
18,190.28,13.88,0.53,0.27,0.63,-0.64,-0.54,-0.62,654.64
19,195.86,49.54,-0.00,-0.60,-0.60,-0.50,-0.90,0.14,622.79
20,159.05,54.99,-0.92,-0.15,-0.04,0.10,-0.56,0.65,798.29
21,193.45,183.64,-0.62,0.74,0.69,-0.77,0.78,-0.05,861.15
22,199.87,103.88,0.70,-0.56,-0.19,0.10,0.07,-0.77,894.92
23,172.84,136.13,0.96,-0.79,0.42,-0.89,0.70,0.51,237.32
24,166.56,92.43,-0.69,0.86,-0.46,-0.64,-0.73,0.47,794.12
25,187.36,62.81,0.26,-0.30,-0.75,-0.08,-0.28,0.83,698.75
26,165.45,56.97,0.62,0.03,-0.53,0.36,-0.46,-0.68,492.41
27,170.94,57.97,-0.98,-0.08,-0.41,0.80,0.17,0.09,463.64
28,160.50,28.16,0.70,-0.80,-0.21,-0.77,0.42,0.59,807.96
29,135.56,126.44,-0.85,-0.32,-0.72,0.07,0.18,-0.14,877.76
30,108.46,38.66,-0.59,0.45,-0.03,0.62,-0.11,0.68,988.38
31,89.09,24.66,0.71,-0.67,-0.43,-0.17,0.14,-0.09,665.08
32,71.02,53.55,-0.91,0.73,0.42,0.62,0.10,-0.67,754.46
33,197.00,27.60,-0.28,0.59,0.12,0.65,0.47,0.79,444.31
34,138.52,71.47,-0.39,-0.64,0.03,-0.07,0.46,-0.18,956.61
