index,m1_msun,m2_msun,chi1x,chi1y,chi1z,chi2x,chi2y,chi2z,dL_Mpc
0,54.82,50.40,0.33,0.51,0.28,-0.49,0.36,0.25,891.30
1,61.23,60.70,-0.89,0.26,0.11,0.98,0.94,0.31,692.81
2,172.24,41.06,0.96,0.75,-0.42,-0.70,0.54,0.86,271.68
3,173.07,85.08,0.59,-0.48,0.44,0.43,-0.75,0.17,888.80
4,59.32,33.87,-0.93,0.44,-0.05,0.24,0.11,-0.82,812.33
5,10.32,7.04,-0.37,0.40,-0.93,-0.62,-0.57,-0.14,988.25
6,138.12,93.30,0.14,0.39,0.36,0.02,-0.02,0.60,780.19
7,159.42,56.00,0.33,-0.35,-0.85,0.83,0.02,0.64,774.72
8,116.06,79.30,0.02,-0.16,0.42,0.19,0.55,-0.15,691.68
9,189.62,23.53,0.51,0.48,-0.32,0.94,0.41,-0.79,803.07
10,154.43,133.68,-0.09,-0.32,0.49,-0.63,-0.08,-0.32,579.61
11,167.99,157.83,0.01,-0.83,-0.44,0.91,0.76,-0.15,877.13
12,73.89,67.78,-0.96,-0.52,-0.36,0.57,0.96,0.81,894.28
13,48.07,16.38,0.45,0.14,-0.79,0.40,0.46,0.12,753.02
14,176.96,70.35,0.21,-0.04,-0.03,0.65,0.48,0.49,623.04
15,102.88,16.78,0.82,0.71,0.61,0.83,-0.71,0.65,786.65
16,179.80,77.50,0.66,0.47,-0.62,0.75,-0.30,0.87,771.59
17,133.57,8.98,0.14,0.28,0.48,-0.67,-0.13,-0.03,854.52
18,168.24,113.09,-0.82,-0.46,-0.44,-0.21,-0.48,0.37,616.31
19,131.68,117.08,-0.69,-0.31,-0.60,0.15,0.80,-0.25,538.45
20,134.09,34.40,0.26,-0.67,-0.24,-0.62,-0.18,-0.59,986.91
21,115.13,80.47,-0.54,-0.78,-0.63,0.27,-0.48,0.55,822.34
22,179.28,121.27,0.05,0.76,-0.25,0.05,0.94,-0.01,700.83
23,113.93,92.94,-0.66,-0.88,0.16,-0.05,0.41,0.92,745.03
