index,m1_msun,m2_msun,chi1x,chi1y,chi1z,chi2x,chi2y,chi2z,dL_Mpc
0,127.93,127.39,0.39,-0.93,-0.46,0.18,0.73,-0.55,654.61
1,171.97,26.41,-0.42,0.95,0.93,0.26,-0.11,-0.66,937.53
2,106.63,98.62,-0.04,-0.77,-0.22,-0.59,-0.27,0.83,841.20
3,33.21,10.24,0.61,0.65,-0.92,0.17,0.24,0.74,900.33
4,43.00,38.74,0.87,-0.57,0.19,-0.09,0.60,0.49,909.71
5,65.70,40.96,0.91,-0.85,0.81,0.75,-0.40,0.33,854.42
6,104.16,84.78,0.01,0.87,-0.25,0.04,-0.49,0.34,627.65
7,189.27,171.84,-0.27,-0.17,0.50,-0.39,-0.51,-0.46,828.83
8,141.56,22.37,0.73,-0.26,0.98,0.56,0.19,-0.97,857.61
9,188.18,138.51,0.30,0.31,-0.37,0.01,0.21,-0.16,876.35
10,141.72,120.22,-0.53,-0.75,-0.71,0.51,0.85,0.56,944.76
11,107.73,7.03,0.10,0.22,-0.41,-0.77,-0.14,0.47,684.72
12,157.43,33.61,-0.15,-0.26,-0.56,0.49,-0.45,-0.53,487.22
13,192.09,24.99,-0.71,0.15,-0.29,-0.06,0.22,-0.84,856.46
14,197.84,131.21,0.38,0.38,-0.11,-0.51,0.85,0.98,862.76
15,40.77,20.35,0.43,0.53,-0.14,0.41,-0.35,-0.44,990.32
16,197.12,32.26,0.46,-0.15,-0.21,0.08,0.98,-0.70,964.60
17,144.13,132.22,0.25,0.59,-0.19,0.37,0.62,-0.39,624.88
18,95.82,94.07,-0.89,-0.17,0.89,0.36,-0.55,0.85,561.96
19,58.46,44.95,0.49,-0.91,-0.02,0.44,-0.44,-0.88,846.96
20,111.82,109.40,0.44,0.69,0.18,-0.90,0.58,-0.57,358.23
21,87.92,83.29,-0.87,0.32,0.53,0.24,0.24,-0.18,773.29
22,197.18,175.40,-0.10,0.96,-0.63,0.57,0.27,0.20,997.26
23,195.10,36.96,0.93,-0.08,0.34,-0.47,0.33,0.42,668.15
24,89.15,66.71,0.87,-0.96,0.58,-0.46,0.81,-0.05,800.45
25,154.60,78.31,0.36,-0.40,-0.91,-0.16,-0.32,0.58,881.42
26,167.07,20.45,-0.38,-0.58,0.07,0.15,-0.82,0.18,883.56
27,155.68,127.37,-0.01,0.31,-0.99,-0.39,0.65,-0.93,826.93
28,100.14,46.55,0.32,0.06,0.15,-0.34,-0.89,-0.49,758.18
29,127.51,46.08,0.60,0.78,-0.63,-0.23,-0.15,0.88,603.40
30,150.52,64.79,-0.11,0.22,0.33,0.05,0.60,0.94,242.51
31,192.39,120.25,0.95,0.06,-0.65,-0.96,0.02,-0.10,855.19
32,147.92,12.14,0.98,-0.65,-0.11,-0.57,0.27,-0.55,840.44
33,164.41,100.38,-0.59,0.12,0.44,-0.40,0.69,-0.87,894.85
34,158.02,51.41,-0.99,-0.06,-0.39,0.80,0.23,-0.49,699.57
35,146.01,5.36,0.97,-0.66,-0.54,-0.21,0.06,-0.88,488.85
36,182.74,119.37,-0.15,-0.75,-0.77,0.05,-0.60,0.02,663.10
37,84.73,50.08,0.36,-0.70,0.45,-0.75,0.26,0.71,432.70
38,187.80,33.51,-0.92,0.52,-0.84,0.68,0.67,0.63,905.37
39,170.12,80.84,0.66,-0.45,0.84,0.09,0.27,0.68,909.34
40,132.62,78.20,0.49,0.82,-0.14,0.88,-0.14,-0.61,965.33
41,183.51,149.46,-0.08,-0.72,0.75,0.38,0.41,-0.37,240.04
42,143.44,138.01,0.12,-0.79,-0.03,-0.74,-0.74,0.40,874.71
43,101.33,65.43,0.04,-0.85,0.98,0.00,-0.34,-0.61,912.56
44,31.91,15.80,-0.08,-0.09,0.87,-0.89,0.66,0.79,823.90
