index,m1_msun,m2_msun,chi1x,chi1y,chi1z,chi2x,chi2y,chi2z,dL_Mpc
0,81.20,12.17,-0.84,-0.15,0.71,-0.76,-0.19,-0.72,700.30
1,179.17,161.40,-0.62,-0.67,-0.32,-0.70,0.33,-0.16,477.25
2,137.60,86.70,0.20,-0.38,-0.90,-0.96,0.08,0.94,890.96
3,154.46,14.09,-0.40,-0.24,-0.83,0.47,-0.19,0.86,971.68
4,160.13,56.96,0.56,-0.37,0.08,0.60,-0.82,0.46,806.53
5,173.71,78.90,0.13,-0.83,-0.14,-0.81,-0.20,-0.42,826.74
6,99.96,75.38,-0.69,-0.80,0.16,-0.03,0.65,0.48,937.39
7,156.09,155.23,0.08,0.01,0.93,-0.06,0.22,0.68,746.59
8,184.70,25.97,-0.81,0.60,0.90,0.82,0.51,-0.38,896.20
9,45.70,35.74,0.09,-0.45,0.49,0.83,0.44,-0.61,924.38
10,161.59,112.59,0.55,-0.25,0.57,-0.43,-0.73,0.50,783.49
11,147.05,101.81,0.87,0.39,-0.68,0.96,0.12,0.27,973.04
12,144.37,72.49,-0.28,0.80,-0.86,0.60,-0.24,0.40,151.44
13,136.47,97.65,0.14,0.84,-0.17,0.87,0.33,0.33,992.69
14,172.62,57.48,-0.09,-0.68,0.23,0.39,-0.94,-0.49,930.00
15,76.92,57.35,-0.12,0.31,0.60,0.11,0.54,-0.58,832.80
16,115.61,45.80,-0.52,0.61,-0.89,0.51,0.89,-0.93,850.70
17,169.75,61.82,0.50,-0.73,-0.18,-0.81,-0.28,-0.48,783.32
18,150.64,64.92,0.18,0.52,0.53,0.61,0.49,-0.77,306.55
19,114.50,51.26,0.81,-0.29,0.04,-0.14,-0.25,0.17,709.96
20,145.68,52.67,-0.29,-0.18,0.79,-0.21,0.90,-0.37,980.76
21,117.95,39.20,-0.89,0.98,0.41,0.03,0.63,0.27,900.23
22,146.45,6.87,-0.38,0.07,-0.21,-0.52,0.45,0.39,817.21
23,186.70,94.69,0.63,-0.22,0.38,0.50,0.24,-0.23,836.38
24,116.96,65.31,0.19,0.12,0.58,-0.86,0.51,-0.91,813.59
25,151.63,40.44,0.51,-0.94,0.21,-0.65,-0.01,-0.00,872.57
26,99.25,65.73,-0.94,0.96,0.66,0.19,-0.48,-0.24,487.84
27,139.83,46.46,0.88,0.43,-0.30,0.88,0.74,0.49,799.79
28,196.34,87.01,0.23,-0.62,-0.97,-0.67,-0.03,-0.55,812.76
29,132.26,44.16,0.87,0.17,-0.57,0.24,0.06,0.79,738.51
30,176.29,53.85,-0.92,-0.30,0.62,0.46,-0.33,-0.95,551.21
31,51.29,32.18,0.03,0.49,0.99,-0.19,-0.28,-0.10,842.32
32,155.27,8.23,0.03,-0.54,-0.03,-0.43,0.35,-0.24,820.12
33,81.17,49.99,0.41,0.64,-0.77,0.67,0.64,-0.34,915.43
34,111.29,104.76,0.95,0.10,0.47,-0.66,0.38,0.75,840.20
35,189.62,81.43,0.26,0.40,-0.40,0.24,0.30,0.58,170.22
36,69.54,6.27,0.88,0.44,0.53,0.31,-0.91,-0.86,714.71
37,86.40,71.26,0.55,0.35,-0.29,-0.43,0.72,0.94,938.87
38,123.72,17.30,-0.88,0.29,-0.51,0.17,0.59,0.51,975.43
39,114.69,88.71,0.96,0.82,0.34,-0.19,0.72,-0.63,846.46
40,195.16,166.68,-0.37,0.09,-0.74,0.06,-0.74,-0.80,994.35
41,193.60,160.89,-0.53,0.69,-0.09,0.69,0.05,0.34,696.25
42,191.76,91.05,-0.26,0.61,0.97,-0.92,0.11,-0.87,928.88
43,162.77,18.30,-0.98,-0.13,-0.49,-0.27,0.23,-0.47,554.83
44,169.86,102.73,-0.61,-0.59,-0.19,-0.61,-0.35,-0.76,887.21
45,92.10,35.27,0.61,0.68,0.10,0.32,0.61,-0.24,983.86
46,179.10,42.16,0.46,0.03,0.71,0.57,0.60,0.34,460.92
47,153.52,53.19,-0.15,0.87,0.21,0.52,-0.86,-0.91,915.89
48,40.31,34.93,0.61,-0.59,0.41,0.83,-0.62,-0.72,358.04
49,191.02,106.78,0.32,0.46,0.46,0.69,0.81,-0.40,273.27
50,127.73,89.77,-0.23,0.11,-0.61,0.69,-0.86,0.99,359.31
51,131.10,105.54,-0.93,0.51,0.01,0.61,-0.89,-0.98,818.87
52,179.11,18.08,0.73,0.49,-0.84,-0.32,-0.84,0.42,984.51
53,137.43,130.67,-0.31,-0.73,0.29,0.50,0.38,0.48,574.48
54,198.66,113.85,0.97,0.06,0.16,-0.17,0.04,0.12,690.30
55,194.18,53.61,0.72,-0.80,-0.96,-0.26,0.05,-0.94,594.04
56,39.24,16.64,-0.29,-0.48,0.63,0.84,-0.85,0.81,844.90
57,185.17,152.11,-0.70,-0.99,-0.85,0.65,-0.01,0.57,799.64
58,173.43,164.45,-0.94,-0.38,0.85,0.94,0.28,-0.51,951.49
59,108.56,98.56,0.60,0.07,-0.47,-0.95,0.81,-0.84,852.43
60,195.39,89.75,-0.53,0.17,0.84,0.95,0.84,0.08,732.12
61,44.88,33.02,-0.72,-0.56,-0.86,0.11,-0.28,0.26,736.29
62,104.92,13.24,0.69,-0.14,0.74,-0.35,-0.30,-0.74,957.58
63,187.52,110.45,0.77,-0.55,-0.87,0.98,0.36,-0.89,663.75
64,183.36,136.36,-0.21,0.29,-0.54,-0.54,0.56,-0.66,878.78
65,171.49,123.98,0.11,0.47,-0.17,-0.64,0.98,-0.51,894.18
66,50.49,42.83,0.65,-0.73,-0.56,-0.67,0.05,0.10,944.68
67,102.59,31.90,0.86,0.96,-0.50,0.44,0.44,0.92,833.77
68,152.15,11.55,-0.43,-0.68,-0.92,-0.07,0.64,0.22,785.10
69,119.46,50.45,0.62,0.32,-0.78,0.98,-0.50,-0.95,692.66
70,187.89,28.43,0.61,-0.67,-0.73,0.76,-0.57,0.67,586.69
71,81.80,45.61,0.44,-0.21,-0.29,-0.07,-0.50,0.12,904.02
