index,m1_msun,m2_msun,chi1x,chi1y,chi1z,chi2x,chi2y,chi2z,dL_Mpc
0,151.91,112.94,-0.35,-0.96,0.38,-0.63,0.39,-0.33,934.63
1,61.56,6.19,0.93,-0.13,0.05,-0.01,-0.09,-0.36,709.78
2,184.83,47.38,0.96,0.05,-0.58,-0.97,0.86,-0.66,855.30
3,193.78,96.30,0.18,0.37,-0.07,0.15,0.92,0.70,277.74
4,175.49,118.77,-0.75,-0.01,-0.92,-0.94,0.71,0.44,942.32
5,43.17,35.59,0.60,0.23,0.65,0.20,-0.73,-0.49,684.38
6,115.29,28.98,0.82,-0.40,0.11,-0.52,-0.62,0.78,989.65
7,125.74,51.79,0.01,-0.68,0.00,0.34,-0.85,0.28,994.79
8,168.78,87.11,-0.92,-0.51,-0.96,-0.51,0.12,-0.24,786.12
9,119.81,119.77,-0.70,-0.07,0.47,0.29,0.60,-0.98,705.72
10,67.94,7.03,-0.53,0.03,0.75,-0.55,-0.31,-0.34,983.36
11,108.07,31.45,0.86,-0.62,-0.50,0.39,0.39,0.47,856.84
12,181.36,24.40,0.52,-0.19,-0.73,-0.94,0.61,0.31,914.67
13,37.47,11.37,0.29,-0.85,0.14,0.63,-0.81,0.06,692.38
14,158.55,97.18,0.68,0.62,0.25,0.27,-0.87,-0.33,934.92
15,38.33,33.77,0.85,-0.79,0.72,-0.28,0.85,-0.79,629.71
16,142.77,68.08,0.08,-0.60,0.33,0.55,0.77,-0.58,672.21
17,139.77,109.32,-0.92,-0.86,0.20,-0.84,0.73,0.12,497.65
18,44.84,10.38,-0.49,0.24,-0.11,0.73,0.97,0.52,888.02
19,68.17,29.72,-0.78,-0.79,0.05,-0.64,-0.43,0.48,981.11
20,135.56,62.70,-0.94,0.08,0.25,-0.66,0.54,-0.47,944.35
21,191.38,91.58,-0.89,0.42,0.72,0.04,-0.63,0.64,876.92
22,185.28,139.95,0.14,-0.40,-0.19,-0.71,0.72,0.82,932.95
23,156.49,127.30,-0.81,0.80,0.70,0.53,0.98,0.99,183.05
24,104.65,60.46,0.93,0.10,0.14,-0.74,0.22,0.95,672.20
25,144.91,24.05,0.04,0.43,0.63,-0.27,-0.75,-0.82,545.89
26,189.80,128.51,0.54,-0.32,0.34,-0.23,-0.12,-0.65,701.52
27,72.41,18.96,0.39,-0.38,-0.85,-0.34,0.25,-0.11,917.67
28,116.23,49.92,-0.73,0.41,0.45,-0.58,-0.06,-0.22,843.91
29,171.19,109.66,0.40,0.12,-0.64,-0.24,-0.13,0.26,943.68
30,178.17,87.62,-0.92,0.79,0.34,0.98,-0.92,-0.60,836.80
31,170.25,62.97,0.54,-0.18,-0.13,0.11,-0.41,0.81,436.39
32,151.42,121.53,-0.47,0.16,-0.63,0.78,0.19,-0.46,950.92
33,176.58,74.33,0.43,0.86,0.35,0.78,0.85,0.24,864.74
34,145.22,43.28,-0.55,-0.09,-0.40,-0.51,0.61,0.95,688.02
35,152.13,77.53,0.36,-0.24,-0.64,0.29,0.59,-0.79,989.34
36,127.84,110.10,0.44,0.81,-0.85,0.51,-0.98,-0.08,786.10
37,119.79,32.88,0.01,-0.34,0.13,0.18,-0.97,0.97,824.79
38,125.53,45.23,0.41,-0.90,-0.56,0.93,0.16,0.80,908.50
39,179.39,108.37,0.62,-0.90,-0.09,0.89,-0.94,0.14,920.24
40,174.97,153.65,0.40,-0.52,-0.24,-0.17,-0.19,-0.19,843.55
41,193.44,100.12,0.82,-0.35,-0.49,0.37,-0.80,0.01,997.83
42,180.01,88.44,-0.66,0.15,-0.01,-0.58,0.01,0.28,931.54
43,138.60,37.12,0.64,0.78,-0.72,-0.21,-0.78,0.86,893.71
44,190.88,28.37,0.89,0.96,0.71,-0.05,0.81,0.31,987.04
45,160.39,31.59,0.41,-0.14,-0.35,0.28,0.98,0.68,769.81
46,26.81,14.15,0.50,-0.18,0.05,0.49,0.33,-0.57,889.80
47,169.64,94.07,0.84,0.94,0.51,-0.21,-0.00,0.39,753.22
48,100.06,33.90,0.68,0.35,-0.21,0.40,-0.30,-0.60,186.81
49,191.05,45.34,-0.26,0.45,-0.15,0.68,-0.73,-0.96,926.07
50,134.78,47.74,-0.31,0.63,-0.41,0.20,-0.44,-0.64,772.82
51,76.63,18.16,0.26,-0.19,0.94,-0.80,0.31,0.82,689.18
52,184.09,23.86,-0.98,0.62,-0.29,-0.68,0.77,0.61,377.46
53,74.72,59.29,-0.45,-0.64,0.46,-0.19,-0.08,0.70,773.35
54,177.01,38.12,0.17,-0.13,0.90,0.72,-0.50,-0.49,965.03
55,75.83,72.55,-0.34,-0.10,-0.88,-0.86,-0.36,-0.41,551.00
56,107.68,55.42,-0.24,0.06,0.14,0.52,-0.34,-0.37,681.05
57,112.35,59.19,-0.13,-0.43,0.25,0.48,0.92,-0.52,999.34
58,149.59,95.97,-0.16,-0.69,0.29,0.27,0.54,0.24,839.53
59,94.68,16.18,0.83,0.22,0.81,0.08,0.33,-0.80,205.79
60,131.28,45.78,-0.64,0.84,0.21,0.45,0.35,-0.95,732.40
61,194.08,117.45,-0.56,0.66,-0.71,-0.84,0.10,0.73,885.89
62,170.88,120.97,-0.23,-0.49,-0.44,-0.76,-0.11,-0.98,996.99
63,144.21,139.31,-0.92,0.84,-0.23,0.60,0.62,0.10,925.35
64,196.03,6.19,0.03,0.20,0.57,-0.69,0.06,-0.96,597.16
65,107.95,34.46,-0.81,0.21,-0.65,0.14,0.47,-0.85,637.14
66,60.05,19.51,-0.85,-0.29,0.93,-0.82,0.42,-0.56,997.42
67,116.25,13.91,0.21,0.90,-0.95,0.15,0.28,0.84,989.76
68,161.11,11.59,-0.03,-0.53,-0.92,0.27,0.06,-0.20,461.69
69,160.85,122.10,0.10,0.71,0.54,0.20,-0.45,-0.61,838.91
70,141.86,21.11,-0.12,0.29,-0.53,-0.59,-0.49,0.46,785.40
71,114.94,94.03,0.94,-0.86,0.76,-0.89,-0.13,-0.45,468.78
72,133.77,77.20,-0.56,-0.00,0.11,-0.83,-0.25,0.31,955.50
73,114.91,54.58,0.29,0.35,-0.73,0.94,0.13,0.52,942.80
74,103.34,102.86,0.55,-0.45,-0.15,-0.90,-0.17,-0.78,661.44
75,60.46,9.40,-0.93,0.56,0.00,-0.06,0.84,0.55,784.22
76,164.95,5.36,-0.56,-0.76,-0.25,-0.43,-0.96,0.07,969.80
77,108.93,57.83,-0.12,0.90,-0.30,0.74,-0.71,-0.88,924.97
78,74.20,40.88,-0.87,-0.80,-0.86,0.26,0.23,0.06,568.76
79,136.39,85.76,0.90,0.69,0.57,-0.85,-0.94,0.70,923.37
80,156.90,22.65,-0.51,-0.85,0.75,-0.42,-0.85,0.49,881.98
81,188.29,165.09,0.26,0.02,0.29,-0.05,-0.97,-0.38,973.01
82,149.54,96.08,0.45,0.41,0.71,-0.62,0.33,-0.88,995.69
83,78.68,8.96,0.29,-0.63,-0.23,-0.86,0.05,-0.40,962.81
84,150.87,38.95,0.53,-0.16,0.87,-0.20,0.80,0.18,707.02
85,131.36,21.84,0.35,-0.71,-0.19,0.79,0.49,-0.19,785.95
86,189.34,85.03,0.12,-0.90,0.72,-0.95,0.48,-0.79,759.57
87,168.90,125.35,0.57,0.95,-0.18,0.33,0.72,0.89,656.89
88,62.25,16.45,0.71,-0.49,0.96,-0.93,0.64,0.36,881.42
89,102.90,90.36,0.53,0.90,0.16,0.52,-0.00,0.22,960.49
90,169.72,88.35,-0.26,-0.33,0.27,0.09,-0.04,0.94,616.11
91,144.53,20.10,0.42,0.08,-0.69,0.85,-0.30,0.94,471.54
92,50.67,44.67,-0.61,-0.57,0.90,0.47,-0.93,0.31,687.50
93,176.02,31.73,-0.87,0.69,-0.60,-0.21,-0.28,0.11,840.67
94,126.35,5.33,0.93,-0.72,-0.76,0.48,0.50,0.93,994.67
95,117.61,83.48,-0.97,-0.49,-0.85,0.59,0.61,0.41,725.07
96,134.31,7.31,-0.02,0.72,0.13,0.63,0.95,-0.31,827.26
97,109.00,66.44,0.69,0.83,-0.67,-0.82,-0.27,0.58,983.93
98,171.48,35.13,0.40,-0.26,-0.53,0.95,0.37,-0.93,774.31
99,189.03,137.00,0.43,0.30,0.61,0.26,-0.66,-0.73,630.36
100,81.87,38.11,0.36,0.56,0.26,0.72,0.49,0.42,687.29
101,171.64,53.53,-0.07,-0.35,0.53,0.49,-0.32,-0.23,277.42
102,75.90,36.34,-0.79,0.83,0.32,0.60,0.08,0.01,437.94
103,56.46,18.97,0.29,-0.61,-0.49,-0.36,-0.98,-0.86,564.37
104,199.82,17.63,0.15,-0.12,-0.29,0.86,-0.11,-0.46,984.49
105,10.48,8.15,-0.53,0.51,0.23,-0.08,-0.88,0.15,475.31
106,195.80,147.28,-0.07,-0.02,0.25,-0.58,0.40,-0.34,837.53
107,180.83,164.94,0.14,-0.62,0.27,-0.94,-0.94,-0.24,554.88
108,157.00,155.27,-0.76,-0.44,0.34,-0.73,-0.48,-0.08,832.10
109,86.23,25.27,-0.31,0.25,-0.78,-0.36,-0.85,0.29,773.65
110,150.83,87.87,-0.69,-0.81,0.00,-0.71,-0.03,-0.12,981.13
111,61.87,14.56,-0.07,-0.13,0.95,-0.66,0.16,-0.45,947.07
112,130.59,128.11,-0.02,0.13,0.25,-0.85,0.63,0.01,886.16
113,147.38,120.84,-0.64,0.87,0.97,-0.19,-0.57,-0.68,480.58
114,68.36,47.11,-0.62,-0.92,0.44,0.13,-0.75,0.89,944.12
115,168.14,40.56,0.92,0.83,0.43,-0.26,0.92,-0.78,849.79
116,152.09,83.53,0.88,-0.43,-0.53,-0.42,0.53,-0.94,784.45
117,131.41,52.88,0.58,0.41,-0.98,0.03,0.70,-0.47,785.57
118,59.10,30.75,-0.72,0.86,0.38,0.25,0.97,-0.10,676.07
119,172.42,141.87,-0.06,-0.50,0.09,0.47,-0.75,0.87,888.67
120,51.19,34.32,-0.93,0.00,0.18,0.57,0.81,-0.56,903.45
121,177.06,91.79,0.98,0.79,-0.56,-0.95,0.69,0.59,934.27
122,169.48,8.05,-0.84,0.27,-0.86,-0.51,-0.37,-0.98,277.92
123,123.09,67.79,-0.44,-0.48,0.03,0.46,0.96,0.94,727.52
124,88.84,9.59,0.75,0.77,0.90,0.17,-0.65,0.65,858.58
125,103.73,65.92,0.51,0.44,0.39,-0.83,0.96,-0.38,886.61
126,149.98,135.87,-0.91,0.43,-0.67,-0.38,-0.11,-0.55,959.35
127,86.60,65.92,-0.64,-0.68,0.39,-0.78,-0.58,-0.57,863.15
128,95.56,6.81,-0.53,-0.44,0.24,0.49,0.15,-0.18,906.19
129,57.59,7.78,-0.81,-0.88,-0.19,0.68,-0.31,0.73,945.75
130,154.31,124.31,-0.23,0.03,0.75,-0.57,-0.20,-0.13,929.19
131,76.95,6.16,-0.35,-0.96,-0.56,0.71,-0.32,0.42,975.74
132,108.51,39.74,0.17,-0.05,0.91,0.05,0.69,0.74,976.61
133,100.83,95.77,0.29,-0.70,-0.19,0.69,-0.91,0.49,824.64
134,179.75,154.24,0.75,0.36,-0.27,0.89,-0.67,0.81,893.23
135,87.70,69.07,-0.80,-0.34,-0.18,-0.31,0.20,0.21,840.59
136,179.25,57.56,-0.33,-0.64,-0.51,0.16,0.39,0.51,795.05
137,180.11,139.79,-0.35,0.12,0.16,0.02,0.01,-0.97,894.61
138,121.95,24.88,-0.55,-0.50,-0.78,0.37,0.43,0.57,233.41
139,50.85,23.19,-0.16,0.63,0.80,-0.83,-0.97,-0.63,739.52
140,141.74,44.23,0.46,-0.82,0.96,0.89,-0.29,-0.17,824.78
141,192.38,131.56,-0.68,-0.39,0.66,-0.50,-0.36,0.39,960.70
142,173.96,99.61,0.74,-0.29,0.58,0.03,-0.68,0.57,935.27
143,171.90,59.83,0.89,-0.08,0.17,0.02,0.69,0.41,964.38
144,140.81,63.98,0.86,0.93,0.86,0.04,-0.42,0.60,799.26
145,159.20,154.52,-0.88,0.73,0.71,-0.87,0.17,-0.25,773.23
146,129.92,46.68,0.09,0.96,0.21,0.79,0.17,0.70,859.41
147,191.25,71.92,0.44,-0.19,-0.75,-0.39,0.62,-0.73,457.43
148,183.62,24.20,0.09,-0.47,0.73,-0.17,0.06,0.91,325.87
149,195.72,167.78,0.69,0.12,-0.11,0.18,0.70,-0.58,705.61
150,93.74,30.59,0.84,-0.82,-0.47,0.10,0.22,-0.80,969.87
151,133.72,79.55,-0.91,0.20,-0.95,-0.80,0.12,0.63,966.19
152,173.03,169.40,-0.88,0.55,-0.55,0.96,-0.53,0.36,437.01
153,148.26,66.21,0.45,0.85,0.74,0.48,-0.64,-0.25,875.59
154,175.65,65.03,0.21,0.32,-0.33,0.38,-0.70,-0.40,446.91
155,73.98,12.91,0.12,0.48,0.65,0.39,-0.42,-0.44,610.24
156,19.41,12.32,0.59,0.77,-0.27,0.38,-0.32,-0.83,946.46
157,101.59,74.08,-0.25,-0.29,0.89,-0.48,0.23,-0.81,893.42
158,190.86,11.53,-0.86,0.37,-0.15,-0.92,-0.31,0.13,565.45
159,129.01,105.70,0.12,-0.03,0.08,-0.88,-0.82,-0.89,748.21
160,36.63,20.19,-0.11,-0.82,0.73,-0.72,0.86,0.94,828.23
161,171.85,159.93,-0.98,0.05,0.80,-0.76,0.01,0.87,449.96
162,165.25,9.33,-0.08,0.85,0.47,-0.87,-0.67,-0.50,981.26
163,120.31,109.29,-0.20,-0.61,0.86,-0.43,-0.50,-0.09,819.96
164,139.52,27.15,-0.96,0.88,-0.49,0.71,-0.13,0.70,928.44
165,188.13,86.80,-0.30,0.45,-0.47,-0.96,0.73,0.04,861.50
166,148.03,87.77,-0.06,-0.34,-0.89,0.50,0.33,0.10,830.35
167,150.40,93.34,-0.14,0.55,0.54,-0.86,-0.76,-0.96,910.48
168,191.31,114.63,-0.91,0.25,-0.79,-0.24,-0.94,-0.03,581.16
169,95.53,31.04,0.04,0.76,0.80,0.87,-0.32,-0.21,722.86
170,109.49,64.56,-0.49,-0.36,-0.71,0.05,0.00,0.26,528.68
171,168.33,96.21,-0.55,0.05,0.57,0.68,0.72,-0.03,947.15
172,190.74,186.85,-0.22,0.56,0.18,0.76,-0.10,0.17,804.05
173,87.52,36.50,-0.27,0.43,-0.93,-0.13,0.24,0.77,960.38
