index,m1_msun,m2_msun,chi1x,chi1y,chi1z,chi2x,chi2y,chi2z,dL_Mpc
0,34.74,17.71,0.39,-0.65,0.39,-0.67,0.53,-0.91,972.66
1,106.03,38.45,0.85,0.24,-0.16,0.75,0.07,-0.13,988.87
2,118.31,20.06,0.45,-0.39,-0.72,-0.01,-0.19,-0.78,787.92
3,157.49,79.32,0.07,0.85,-0.95,0.28,0.66,0.63,466.05
4,148.22,116.04,-0.70,-0.81,-0.01,-0.72,0.49,0.62,609.67
5,183.46,122.05,0.93,-0.40,0.48,-0.03,0.97,0.97,494.88
6,184.80,61.52,0.70,0.89,-0.31,-0.94,-0.92,0.48,735.65
7,71.29,9.69,-0.75,-0.33,-0.37,0.83,0.09,-0.69,263.62
8,18.12,9.16,-0.61,-0.71,0.79,0.06,0.96,0.20,997.05
9,123.89,28.70,-0.87,0.13,0.37,0.46,0.77,-0.93,666.21
10,120.87,46.29,0.66,0.86,-0.90,-0.18,-0.13,0.51,927.57
11,100.73,56.84,-0.75,0.78,-0.90,-0.10,-0.21,-0.56,849.07
12,159.04,123.54,-0.30,0.61,-0.30,0.25,-0.48,-0.77,939.42
13,94.92,67.33,0.81,0.63,-0.26,-0.35,0.76,-0.30,905.74
14,195.39,115.11,-0.34,0.32,-0.38,0.35,0.36,0.76,910.00
15,181.49,115.85,0.95,-0.50,-0.21,0.00,0.52,0.96,965.16
16,177.34,46.06,0.10,0.36,0.10,0.19,0.74,-0.22,482.56
17,180.69,49.89,-0.47,-0.63,-0.45,0.73,0.99,0.24,606.57
18,128.36,20.90,-0.51,0.53,-0.66,-0.41,0.45,0.41,794.90
19,108.07,36.83,0.06,-0.63,-0.83,-0.95,-0.03,0.67,512.35
20,129.98,123.98,0.84,0.57,-0.35,0.77,-0.96,-0.02,950.49
21,128.92,50.96,0.70,0.34,-0.02,0.07,-0.98,-0.35,819.43
22,158.21,97.35,0.53,0.53,-0.76,-0.74,0.03,-0.59,926.88
23,92.75,10.08,-0.48,-0.62,-0.82,0.17,0.18,0.19,828.81
24,110.50,5.65,-0.90,-0.89,0.22,0.27,0.93,-0.96,962.98
25,97.55,54.79,0.57,0.03,-0.87,0.51,0.41,-0.22,738.27
26,193.93,119.37,0.34,0.44,-0.15,0.43,0.28,0.02,823.81
27,143.54,134.86,-0.21,0.04,0.66,-0.40,-0.85,-0.62,899.56
28,137.05,94.88,-0.44,0.68,0.78,-0.87,0.94,0.46,579.33
29,128.33,76.76,0.19,-0.33,-0.81,-0.77,0.04,0.45,775.20
30,118.14,54.84,0.40,-0.02,-0.22,-0.66,0.45,0.57,114.35
31,136.59,98.88,-0.64,0.01,-0.91,-0.62,0.74,0.54,720.65
32,164.29,159.68,-0.48,0.56,0.24,-0.64,-0.78,0.84,978.87
33,79.49,76.86,0.02,-0.28,0.81,0.15,-0.24,0.76,870.12
34,60.40,22.79,-0.51,-0.73,-0.97,-0.13,-0.66,-0.16,865.78
35,198.97,180.47,0.22,0.09,0.41,-0.34,-0.31,-0.26,643.70
36,157.52,65.59,0.48,-0.09,0.67,0.73,0.48,0.40,832.03
37,135.45,61.55,-0.11,-0.63,0.71,0.99,0.34,0.14,796.86
38,170.42,17.14,0.93,-0.95,0.41,0.99,0.19,-0.85,476.60
39,11.84,9.30,0.26,-0.79,-0.62,0.77,0.02,0.97,314.73
40,164.55,72.46,0.03,0.05,0.65,0.95,0.34,-0.51,986.67
41,174.08,172.15,0.12,0.95,0.05,-0.90,0.68,0.07,953.76
42,77.08,73.81,0.46,0.42,0.60,0.46,-0.67,-0.49,512.72
43,193.89,84.58,0.38,0.19,-0.51,0.92,-0.93,0.95,884.50
44,122.04,77.40,0.48,0.45,-0.31,0.55,0.02,-0.97,785.33
45,161.47,127.79,-0.10,0.37,-0.50,-0.26,-0.88,-0.10,980.89
46,140.76,44.03,-0.75,0.80,-0.52,0.24,-0.27,-0.59,897.40
47,158.59,9.13,0.06,0.46,-0.50,0.09,0.46,-0.97,653.61
48,171.09,45.05,-0.64,-0.61,0.43,0.23,-0.63,0.81,993.47
49,65.60,18.94,0.27,0.94,-0.76,-0.01,0.11,0.53,851.59
50,180.15,10.58,-0.90,0.32,0.47,0.82,-0.96,-0.24,882.73
51,129.72,118.02,-0.65,-0.46,-0.32,0.54,-0.47,-0.57,657.38
52,51.18,41.10,0.37,0.76,-0.75,0.46,-0.42,0.49,706.49
53,179.60,126.07,-0.90,-0.51,-0.88,-0.01,-0.73,-0.40,960.99
54,114.59,54.76,0.05,-0.10,0.06,0.06,0.21,-0.64,667.81
55,195.85,28.20,0.44,0.79,-0.35,-0.56,0.46,0.41,927.09
56,91.00,5.91,-0.52,0.68,-0.75,-0.58,-0.30,-0.06,869.07
57,169.01,108.07,-0.31,-0.58,-0.12,0.39,0.11,-0.59,682.49
58,109.74,104.06,0.65,-0.08,0.92,0.12,0.00,-0.83,796.68
59,191.15,48.62,-0.67,-0.89,-0.46,0.73,0.11,0.79,825.56
60,90.88,86.66,0.42,-0.49,0.01,0.41,0.75,0.10,361.89
61,124.46,36.47,0.69,-0.42,0.08,0.89,-0.46,0.38,863.37
62,190.10,183.01,-0.04,0.63,0.63,-0.19,-0.80,-0.89,727.78
63,165.36,55.35,-0.47,-0.91,0.98,0.54,0.28,-0.18,991.92
64,192.20,190.72,-0.59,-0.61,-0.91,0.10,-0.93,0.04,765.45
65,184.08,25.68,0.38,-0.99,0.28,0.18,0.07,-0.43,655.41
66,185.53,88.22,-0.25,-0.92,-0.13,-0.69,0.18,0.63,851.12
67,73.21,54.89,0.64,0.68,-0.56,-0.04,-0.50,0.83,927.95
68,159.46,127.05,-0.34,-0.82,-0.61,-0.16,-0.33,0.98,359.13
69,72.84,55.18,0.29,-0.14,-0.01,-0.50,-0.03,-0.68,847.42
70,32.26,7.18,-0.51,0.42,-0.63,-0.76,-0.36,-0.69,461.81
71,157.60,48.66,0.15,-0.35,-0.85,-0.45,0.59,-0.29,859.89
72,175.76,68.37,-0.44,0.85,-0.40,-0.67,-0.12,-0.86,834.31
73,150.47,48.65,-0.96,-0.22,-0.16,0.99,-0.05,0.76,754.69
74,170.19,164.19,-0.30,0.65,0.64,0.92,-0.79,-0.06,963.59
75,188.33,49.46,-0.47,0.50,0.52,0.31,0.67,-0.03,828.76
76,145.17,17.54,0.05,-0.90,-0.76,0.89,-0.11,-0.55,897.13
