index,m1_msun,m2_msun,chi1x,chi1y,chi1z,chi2x,chi2y,chi2z,dL_Mpc
0,189.02,28.53,-0.49,-0.91,0.29,-0.31,-0.73,0.18,588.17
1,191.76,122.82,0.84,-0.68,-0.39,0.37,0.92,0.90,699.40
2,156.95,132.06,-0.44,0.85,0.55,-0.03,0.31,0.69,811.69
3,72.93,55.89,-0.00,0.91,0.86,-0.18,0.91,-0.73,851.72
4,165.89,96.98,0.04,-0.24,0.13,-0.15,-0.17,-0.71,942.85
5,145.66,12.38,0.21,0.38,0.66,0.18,0.77,-0.21,324.51
6,48.53,27.07,-0.96,0.94,0.97,-0.44,-0.69,0.17,976.11
7,175.92,7.12,-0.85,0.19,0.52,-0.27,0.61,0.43,920.97
8,164.91,17.76,-0.63,-0.96,-0.20,0.44,0.93,0.76,890.69
9,112.66,14.16,0.12,0.57,0.23,0.43,-0.33,-0.61,825.44
10,191.80,55.76,0.45,0.84,-0.14,0.38,-0.09,-0.50,758.86
11,89.55,88.10,-0.36,0.11,0.63,-0.09,0.28,-0.94,588.37
12,155.26,137.30,0.54,0.61,0.75,0.22,-0.37,0.68,322.66
13,162.93,13.92,-0.25,-0.73,0.21,0.04,-0.01,-0.29,422.47
14,190.41,43.98,0.06,0.35,-0.92,-0.40,-0.33,-0.23,866.64
15,104.84,33.81,-0.21,0.68,0.68,0.55,0.84,-0.46,921.34
16,126.14,96.38,0.48,-0.71,-0.66,0.08,-0.49,-0.41,720.94
17,186.92,16.14,0.20,0.38,0.38,0.02,-0.41,0.35,799.17
18,153.91,100.36,-0.02,-0.10,-0.90,0.32,-0.78,-0.91,901.86
19,54.17,12.72,0.78,0.74,0.15,-0.12,0.05,0.43,410.96
20,107.60,72.03,0.39,-0.04,0.52,-0.88,-0.07,0.30,705.55
21,25.79,18.81,-0.48,-0.67,-0.87,-0.53,0.07,0.05,954.86
22,142.21,55.40,0.11,0.40,0.21,0.77,0.42,0.61,698.14
23,76.73,33.66,0.80,-0.57,-0.89,0.15,-0.67,-0.13,755.56
24,192.71,141.83,0.52,-0.51,0.75,-0.21,0.78,-0.52,501.25
25,161.06,60.85,0.23,0.57,0.15,-0.93,0.83,-0.89,646.94
26,115.63,11.74,-0.16,-0.13,0.67,-0.11,-0.16,0.73,995.23
27,184.87,149.92,0.45,-0.22,0.82,-0.77,-0.61,0.12,900.34
28,138.55,87.59,0.74,0.80,0.58,-0.13,0.74,-0.57,490.37
29,135.68,17.44,-0.46,0.57,0.22,0.18,-0.46,-0.35,878.89
30,131.76,17.15,-0.50,0.11,0.54,-0.08,0.58,0.32,889.30
31,138.28,95.19,0.30,-0.27,0.00,0.71,-0.30,-0.82,672.33
32,109.87,90.75,0.68,0.72,-0.67,0.89,0.96,0.14,941.12
33,148.79,22.35,0.70,0.18,0.14,-0.50,0.08,-0.76,962.88
34,45.96,26.98,0.81,-0.75,-0.94,0.06,0.49,0.96,957.85
35,84.79,30.60,-0.26,0.82,-0.19,-0.62,0.75,0.80,905.90
36,156.27,113.06,-0.71,0.58,-0.62,-0.76,0.95,-0.98,790.00
37,161.90,133.37,-0.51,0.82,-0.09,-0.91,-0.87,-0.71,753.14
38,180.15,150.77,-0.42,0.38,-0.82,0.68,0.83,0.28,619.01
39,155.89,86.44,0.99,-0.83,0.20,0.64,0.75,0.67,845.19
40,173.24,65.99,-0.25,-0.07,0.72,0.79,-0.05,0.13,609.93
41,89.63,54.26,0.34,0.43,-0.73,-0.04,0.33,-0.73,522.19
42,22.63,20.18,0.88,0.32,-0.38,0.86,-0.19,-0.09,324.48
43,153.41,39.06,-0.72,0.77,0.12,-0.55,-0.61,-0.64,488.97
44,123.70,109.77,-0.00,-0.83,-0.45,0.02,0.60,-0.00,560.00
45,157.56,73.66,-0.92,-0.62,0.24,0.14,0.03,-0.22,879.99
46,180.58,97.41,-0.40,-0.57,0.04,-0.67,-0.56,0.76,943.20
47,70.67,53.90,0.78,0.17,-0.18,0.66,-0.51,0.59,598.47
48,116.24,35.09,-0.88,0.13,-0.09,0.48,0.43,0.96,854.03
49,85.08,81.38,0.66,0.88,0.81,0.50,-0.61,0.40,661.62
50,79.58,46.07,-0.93,-0.99,0.84,-0.02,0.67,0.05,862.56
51,95.58,74.61,-0.60,-0.40,0.80,-0.45,0.20,-0.18,608.11
52,168.74,91.87,-0.22,0.62,-0.42,0.15,-0.73,0.42,997.95
53,94.46,86.72,0.71,0.27,0.63,-0.20,0.31,0.76,965.68
54,135.95,118.10,0.30,-0.07,0.54,0.84,-0.20,0.28,966.47
55,144.40,83.84,-0.08,0.36,-0.05,-0.46,-0.47,-0.92,697.97
56,187.33,48.97,-0.32,0.25,0.29,-0.78,-0.96,-0.98,495.54
57,110.09,65.94,0.38,-0.62,-0.39,0.50,-0.50,0.75,904.16
58,150.54,30.66,0.07,0.04,-0.31,0.49,0.83,-0.21,831.93
59,184.40,138.44,0.08,-0.33,0.75,-0.13,-0.07,-0.36,717.22
60,173.36,79.33,-0.08,-0.44,-0.96,-0.10,-0.66,-0.80,701.21
61,133.13,94.47,0.77,-0.33,-0.86,0.38,-0.13,0.14,561.58
62,179.63,113.21,-0.58,0.13,-0.92,0.11,-0.18,-0.28,408.09
63,123.42,84.46,-0.95,-0.83,0.53,-0.88,0.18,0.69,909.26
64,171.71,23.48,-0.28,-0.66,0.64,0.55,0.23,-0.23,546.52
65,198.00,60.81,0.71,-0.67,-0.98,0.64,0.96,-0.62,752.50
66,101.61,38.86,0.56,-0.67,-0.53,-0.85,-0.47,-0.97,915.83
67,159.55,64.43,0.09,-0.74,-0.53,0.38,-0.59,-0.89,997.50
68,117.49,63.59,-0.17,-0.21,0.07,0.45,0.50,-0.21,783.41
69,70.55,51.74,-0.70,-0.87,0.46,-0.67,0.47,0.08,403.85
70,177.25,143.00,0.78,-0.35,0.67,-0.73,0.76,-0.55,211.85
71,141.52,103.79,0.28,-0.71,-0.01,-0.15,0.42,0.46,462.94
72,199.36,159.12,0.05,-0.69,0.29,0.35,-0.42,0.70,584.11
73,195.24,13.02,-0.13,-0.92,-0.15,-0.66,0.92,-0.79,977.88
74,94.19,89.08,-0.52,0.38,-0.71,0.53,0.00,-0.71,852.99
75,98.32,73.10,0.58,0.99,-0.97,0.37,-0.05,0.31,509.76
76,131.29,22.81,0.23,-0.67,-0.11,0.58,0.18,0.68,695.85
77,134.67,111.78,0.29,0.05,0.25,-0.84,-0.17,0.73,943.32
78,167.28,55.53,0.23,0.51,0.26,0.20,0.70,0.22,148.58
79,88.42,14.32,0.83,0.38,-0.57,-0.51,0.24,0.68,874.17
80,164.08,56.72,-0.42,-0.49,0.35,-0.36,0.21,0.62,482.17
81,57.20,10.80,0.02,-0.69,-0.73,0.33,0.31,0.21,907.62
82,114.23,86.99,0.94,0.56,-0.62,-0.15,0.34,-0.29,765.05
83,147.69,133.94,-0.48,0.33,-0.86,0.48,-0.21,-0.25,613.18
84,86.28,75.56,-0.79,-0.72,-0.66,0.77,-0.78,0.45,731.46
85,173.45,131.55,-0.64,-0.11,-0.73,0.32,0.29,-0.66,733.74
86,152.71,51.26,0.95,0.22,0.93,-0.07,-0.33,-0.68,802.35
87,154.74,5.82,0.58,-0.00,-0.17,-0.29,-0.27,-0.09,587.58
88,99.97,9.02,0.97,-0.98,-0.40,0.25,-0.43,-0.50,487.26
89,52.51,32.10,-0.21,0.69,0.27,0.79,0.11,-0.73,496.13
90,117.60,7.68,0.40,-0.17,-0.80,-0.31,0.72,0.94,995.91
91,188.73,27.69,-0.21,-0.58,-0.51,-0.47,-0.01,0.56,817.20
92,177.35,176.52,-0.43,0.63,0.19,0.95,0.14,0.48,811.11
93,195.09,131.89,-0.16,0.26,0.11,0.53,0.89,-0.55,712.11
94,113.18,63.04,-0.65,-0.78,0.99,0.30,0.83,-0.02,958.61
95,155.18,18.13,0.75,0.51,-0.34,0.75,-0.75,0.03,479.60
96,178.61,98.12,-0.11,-0.72,-0.98,-0.25,-0.92,-0.45,898.47
97,50.56,36.49,-0.17,-0.25,0.15,-0.41,0.31,0.80,674.36
98,27.62,18.65,-0.99,-0.17,-0.85,0.98,0.18,0.16,662.12
99,165.48,39.83,0.02,0.82,0.92,-0.80,-0.46,0.95,854.31
100,72.85,62.33,0.69,0.95,-0.26,0.89,-0.16,0.67,734.64
101,135.17,94.98,-0.45,-0.80,0.37,0.73,0.64,0.60,265.49
102,189.29,148.08,0.24,0.52,-0.22,0.74,-0.96,-0.67,927.37
103,183.24,152.85,-0.89,-0.98,-0.63,0.02,0.89,0.08,881.84
