index,m1_msun,m2_msun,chi1x,chi1y,chi1z,chi2x,chi2y,chi2z,dL_Mpc
0,153.85,81.61,0.64,0.78,0.27,-0.56,-0.85,-0.15,716.29
1,152.57,61.80,0.79,-0.51,-0.70,-0.75,-0.75,0.24,562.72
2,166.75,107.61,0.07,-0.78,-0.81,0.24,0.74,0.74,650.50
3,91.03,11.05,0.45,-0.10,0.70,-0.68,-0.94,0.39,862.61
4,184.35,143.60,0.45,0.89,-0.65,0.25,-0.66,-0.20,894.16
5,136.89,111.69,0.16,-0.85,-0.94,-0.25,-0.74,-0.77,979.99
6,164.18,44.62,-0.29,-0.57,-0.33,-0.11,-0.17,0.52,929.88
7,85.33,59.80,-0.43,-0.34,0.11,-0.14,-0.66,0.62,963.58
8,182.06,126.69,-0.77,0.59,0.95,-0.62,-0.48,0.42,830.29
9,160.57,13.26,-0.59,0.18,-0.23,0.86,-0.34,-0.71,890.98
10,76.08,67.84,0.66,0.85,0.30,0.46,0.64,-0.09,348.48
11,36.08,12.12,0.08,-0.26,-0.35,0.85,0.82,-0.36,873.20
12,173.24,117.39,-0.49,-0.91,-0.74,-0.60,0.68,-0.62,990.53
13,191.12,93.57,0.18,-0.84,0.15,0.14,-0.78,0.65,851.58
14,183.71,181.53,-0.15,0.46,0.14,0.77,0.09,-0.47,310.15
15,113.89,31.67,0.89,-0.29,0.39,-0.72,0.01,0.06,561.70
16,108.20,85.15,0.58,0.76,0.95,-0.04,-0.51,0.69,858.77
17,76.76,64.56,0.14,0.81,-0.50,-0.23,0.90,0.46,500.72
18,192.19,126.34,0.58,0.78,0.36,0.58,0.02,0.94,973.85
19,112.93,31.39,-0.14,-0.33,-0.10,-0.08,0.32,-0.16,926.01
20,178.70,60.69,0.57,0.72,0.09,-0.60,-0.37,-0.29,760.91
21,154.76,132.19,-0.51,-0.93,0.70,0.79,-0.17,-0.49,508.75
22,110.57,27.53,-0.58,0.31,0.83,-0.81,0.27,0.26,484.95
23,86.67,40.41,0.02,0.22,-0.32,0.92,0.37,0.98,723.09
24,123.69,40.99,0.78,-0.91,0.15,-0.10,0.20,-0.86,131.31
25,183.60,181.73,-0.62,0.86,0.90,0.44,0.02,-0.28,551.43
26,95.05,26.42,-0.84,-0.14,0.93,0.13,-0.94,-0.35,761.23
27,191.24,42.56,0.27,0.90,-0.16,-0.10,-0.44,-0.52,904.81
28,25.03,18.13,-0.40,-0.55,0.19,-0.09,-0.16,-0.81,142.74
29,166.82,83.05,-0.63,0.85,0.80,-0.84,0.11,-0.02,917.40
30,124.65,119.64,-0.64,0.74,-0.74,-0.39,-0.81,-0.12,922.60
31,95.32,50.52,-0.91,0.19,-0.66,-0.34,-0.14,0.27,911.98
32,46.50,38.56,0.49,-0.25,-0.27,0.07,-0.66,0.65,452.90
33,187.36,114.74,-0.54,-0.76,0.07,-0.39,-0.70,-0.82,920.71
34,171.37,32.47,-0.75,-0.18,-0.94,-0.87,-0.49,0.72,988.43
35,157.48,40.77,-0.92,-0.88,0.14,-0.23,-0.78,0.91,897.66
36,178.41,92.31,0.40,0.91,-0.79,0.48,-0.01,-0.91,905.62
37,67.11,17.88,0.01,-0.12,-0.66,0.51,0.30,0.42,826.01
38,183.93,72.59,0.30,-0.41,0.21,0.90,0.00,-0.14,932.30
39,192.10,139.67,0.82,0.46,-0.67,0.36,0.71,-0.08,899.12
40,78.47,41.60,-0.45,0.41,-0.68,-0.46,0.33,0.85,736.91
41,52.39,6.56,-0.33,-0.80,-0.53,-0.93,0.47,0.08,737.03
42,179.55,126.30,0.47,-0.18,-0.98,0.62,0.84,-0.34,920.29
43,94.35,18.79,-0.15,-0.46,0.54,0.10,-0.40,0.30,796.07
