index,m1_msun,m2_msun,chi1x,chi1y,chi1z,chi2x,chi2y,chi2z,dL_Mpc
0,194.37,112.07,-0.49,-0.91,0.29,-0.31,-0.73,0.18,588.17
1,195.77,160.42,0.84,-0.68,-0.39,0.37,0.92,0.90,699.40
2,177.92,165.16,-0.44,0.85,0.55,-0.03,0.31,0.69,811.69
3,134.83,126.10,-0.00,0.91,0.86,-0.18,0.91,-0.73,851.72
4,182.51,147.17,0.04,-0.24,0.13,-0.15,-0.17,-0.71,942.85
5,172.13,103.78,0.21,0.38,0.66,0.18,0.77,-0.21,324.51
6,122.33,111.32,-0.96,0.94,0.97,-0.44,-0.69,0.17,976.11
7,187.65,101.09,-0.85,0.19,0.52,-0.27,0.61,0.43,920.97
8,182.01,106.54,-0.63,-0.96,-0.20,0.44,0.93,0.76,890.69
9,155.21,104.70,0.12,0.57,0.23,0.43,-0.33,-0.61,825.44
10,195.80,126.03,0.45,0.84,-0.14,0.38,-0.09,-0.50,758.86
11,143.36,142.61,-0.36,0.11,0.63,-0.09,0.28,-0.94,588.37
12,177.05,167.85,0.54,0.61,0.75,0.22,-0.37,0.68,322.66
13,180.99,104.57,-0.25,-0.73,0.21,0.04,-0.01,-0.29,422.47
14,195.08,119.99,0.06,0.35,-0.92,-0.40,-0.33,-0.23,866.64
15,151.20,114.77,-0.21,0.68,0.68,0.55,0.84,-0.46,921.34
16,162.12,146.86,0.48,-0.71,-0.66,0.08,-0.49,-0.41,720.94
17,193.29,105.71,0.20,0.38,0.38,0.02,-0.41,0.35,799.17
18,176.36,148.90,-0.02,-0.10,-0.90,0.32,-0.78,-0.91,901.86
19,125.21,103.96,0.78,0.74,0.15,-0.12,0.05,0.43,410.96
20,152.62,134.37,0.39,-0.04,0.52,-0.88,-0.07,0.30,705.55
21,110.66,107.08,-0.48,-0.67,-0.87,-0.53,0.07,0.05,954.86
22,170.36,125.85,0.11,0.40,0.21,0.77,0.42,0.61,698.14
23,136.79,114.70,0.80,-0.57,-0.89,0.15,-0.67,-0.13,755.56
24,196.26,170.17,0.52,-0.51,0.75,-0.21,0.78,-0.52,501.25
25,180.03,128.64,0.23,0.57,0.15,-0.93,0.83,-0.89,646.94
26,156.73,103.46,-0.16,-0.13,0.67,-0.11,-0.16,0.73,995.23
27,192.24,174.32,0.45,-0.22,0.82,-0.77,-0.61,0.12,900.34
28,168.49,142.35,0.74,0.80,0.58,-0.13,0.74,-0.57,490.37
29,167.02,106.38,-0.46,0.57,0.22,0.18,-0.46,-0.35,878.89
30,165.00,106.23,-0.50,0.11,0.54,-0.08,0.58,0.32,889.30
31,168.35,146.25,0.30,-0.27,0.00,0.71,-0.30,-0.82,672.33
32,153.78,143.98,0.68,0.72,-0.67,0.89,0.96,0.14,941.12
33,173.74,108.90,0.70,0.18,0.14,-0.50,0.08,-0.76,962.88
34,121.00,111.27,0.81,-0.75,-0.94,0.06,0.49,0.96,957.85
35,140.92,113.13,-0.26,0.82,-0.19,-0.62,0.75,0.80,905.90
