index,m1_msun,m2_msun,chi1x,chi1y,chi1z,chi2x,chi2y,chi2z,dL_Mpc
0,175.34,155.35,-0.35,-0.96,0.38,-0.63,0.39,-0.33,934.63
1,129.01,100.61,0.93,-0.13,0.05,-0.01,-0.09,-0.36,709.78
2,192.22,121.73,0.96,0.05,-0.58,-0.97,0.86,-0.66,855.30
3,196.81,146.82,0.18,0.37,-0.07,0.15,0.92,0.70,277.74
4,187.43,158.35,-0.75,-0.01,-0.92,-0.94,0.71,0.44,942.32
5,119.58,115.69,0.60,0.23,0.65,0.20,-0.73,-0.49,684.38
6,156.56,112.30,0.82,-0.40,0.11,-0.52,-0.62,0.78,989.65
7,161.92,124.00,0.01,-0.68,0.00,0.34,-0.85,0.28,994.79
8,183.99,142.11,-0.92,-0.51,-0.96,-0.51,0.12,-0.24,786.12
9,158.88,158.86,-0.70,-0.07,0.47,0.29,0.60,-0.98,705.72
10,132.28,101.04,-0.53,0.03,0.75,-0.55,-0.31,-0.34,983.36
11,152.86,113.56,0.86,-0.62,-0.50,0.39,0.39,0.47,856.84
12,190.44,109.95,0.52,-0.19,-0.73,-0.94,0.61,0.31,914.67
13,116.65,103.27,0.29,-0.85,0.14,0.63,-0.81,0.06,692.38
14,178.74,147.27,0.68,0.62,0.25,0.27,-0.87,-0.33,934.92
15,117.09,114.75,0.85,-0.79,0.72,-0.28,0.85,-0.79,629.71
16,170.65,132.35,0.08,-0.60,0.33,0.55,0.77,-0.58,672.21
17,169.11,153.50,-0.92,-0.86,0.20,-0.84,0.73,0.12,497.65
18,120.43,102.76,-0.49,0.24,-0.11,0.73,0.97,0.52,888.02
19,132.39,112.68,-0.78,-0.79,0.05,-0.64,-0.43,0.48,981.11
20,166.95,129.59,-0.94,0.08,0.25,-0.66,0.54,-0.47,944.35
21,195.58,144.40,-0.89,0.42,0.72,0.04,-0.63,0.64,876.92
22,192.45,169.20,0.14,-0.40,-0.19,-0.71,0.72,0.82,932.95
23,177.69,162.72,-0.81,0.80,0.70,0.53,0.98,0.99,183.05
24,151.10,128.44,0.93,0.10,0.14,-0.74,0.22,0.95,672.20
25,171.75,109.77,0.04,0.43,0.63,-0.27,-0.75,-0.82,545.89
26,194.77,163.34,0.54,-0.32,0.34,-0.23,-0.12,-0.65,701.52
27,134.57,107.16,0.39,-0.38,-0.85,-0.34,0.25,-0.11,917.67
28,157.04,123.04,-0.73,0.41,0.45,-0.58,-0.06,-0.22,843.91
29,185.23,153.67,0.40,0.12,-0.64,-0.24,-0.13,0.26,943.68
30,188.81,142.37,-0.92,0.79,0.34,0.98,-0.92,-0.60,836.80
31,184.74,129.73,0.54,-0.18,-0.13,0.11,-0.41,0.81,436.39
32,175.08,159.76,-0.47,0.16,-0.63,0.78,0.19,-0.46,950.92
33,187.99,135.55,0.43,0.86,0.35,0.78,0.85,0.24,864.74
34,171.91,119.63,-0.55,-0.09,-0.40,-0.51,0.61,0.95,688.02
35,175.45,137.19,0.36,-0.24,-0.64,0.29,0.59,-0.79,989.34
36,162.99,153.90,0.44,0.81,-0.85,0.51,-0.98,-0.08,786.10
37,158.87,114.29,0.01,-0.34,0.13,0.18,-0.97,0.97,824.79
38,161.81,120.63,0.41,-0.90,-0.56,0.93,0.16,0.80,908.50
39,189.43,153.01,0.62,-0.90,-0.09,0.89,-0.94,0.14,920.24
40,187.16,176.23,0.40,-0.52,-0.24,-0.17,-0.19,-0.19,843.55
41,196.64,148.78,0.82,-0.35,-0.49,0.37,-0.80,0.01,997.83
42,189.75,142.79,-0.66,0.15,-0.01,-0.58,0.01,0.28,931.54
43,168.51,116.47,0.64,0.78,-0.72,-0.21,-0.78,0.86,893.71
44,195.33,111.99,0.89,0.96,0.71,-0.05,0.81,0.31,987.04
45,179.69,113.63,0.41,-0.14,-0.35,0.28,0.98,0.68,769.81
46,111.19,104.69,0.50,-0.18,0.05,0.49,0.33,-0.57,889.80
47,184.43,145.68,0.84,0.94,0.51,-0.21,-0.00,0.39,753.22
48,148.75,114.82,0.68,0.35,-0.21,0.40,-0.30,-0.60,186.81
49,195.41,120.69,-0.26,0.45,-0.15,0.68,-0.73,-0.96,926.07
50,166.55,121.92,-0.31,0.63,-0.41,0.20,-0.44,-0.64,772.82
51,136.73,106.75,0.26,-0.19,0.94,-0.80,0.31,0.82,689.18
52,191.84,109.67,-0.98,0.62,-0.29,-0.68,0.77,0.61,377.46
53,135.76,127.84,-0.45,-0.64,0.46,-0.19,-0.08,0.70,773.35
54,188.21,116.99,0.17,-0.13,0.90,0.72,-0.50,-0.49,965.03
55,136.32,134.64,-0.34,-0.10,-0.88,-0.86,-0.36,-0.41,551.00
56,152.65,125.85,-0.24,0.06,0.14,0.52,-0.34,-0.37,681.05
57,155.05,127.79,-0.13,-0.43,0.25,0.48,0.92,-0.52,999.34
58,174.15,146.65,-0.16,-0.69,0.29,0.27,0.54,0.24,839.53
59,145.99,105.73,0.83,0.22,0.81,0.08,0.33,-0.80,205.79
60,164.76,120.91,-0.64,0.84,0.21,0.45,0.35,-0.95,732.40
61,196.96,157.67,-0.56,0.66,-0.71,-0.84,0.10,0.73,885.89
62,185.07,159.47,-0.23,-0.49,-0.44,-0.76,-0.11,-0.98,996.99
63,171.39,168.88,-0.92,0.84,-0.23,0.60,0.62,0.10,925.35
64,197.96,100.61,0.03,0.20,0.57,-0.69,0.06,-0.96,597.16
65,152.80,115.11,-0.81,0.21,-0.65,0.14,0.47,-0.85,637.14
66,128.23,107.44,-0.85,-0.29,0.93,-0.82,0.42,-0.56,997.42
67,157.05,104.57,0.21,0.90,-0.95,0.15,0.28,0.84,989.76
68,180.06,103.38,-0.03,-0.53,-0.92,0.27,0.06,-0.20,461.69
69,179.92,160.05,0.10,0.71,0.54,0.20,-0.45,-0.61,838.91
70,170.19,108.26,-0.12,0.29,-0.53,-0.59,-0.49,0.46,785.40
71,156.38,145.65,0.94,-0.86,0.76,-0.89,-0.13,-0.45,468.78
72,166.04,137.02,-0.56,-0.00,0.11,-0.83,-0.25,0.31,955.50
73,156.36,125.43,0.29,0.35,-0.73,0.94,0.13,0.52,942.80
74,150.43,150.18,0.55,-0.45,-0.15,-0.90,-0.17,-0.78,661.44
75,128.44,102.26,-0.93,0.56,0.00,-0.06,0.84,0.55,784.22
76,182.03,100.19,-0.56,-0.76,-0.25,-0.43,-0.96,0.07,969.80
77,153.30,127.09,-0.12,0.90,-0.30,0.74,-0.71,-0.88,924.97
78,135.49,118.40,-0.87,-0.80,-0.86,0.26,0.23,0.06,568.76
79,167.38,141.41,0.90,0.69,0.57,-0.85,-0.94,0.70,923.37
80,177.90,109.05,-0.51,-0.85,0.75,-0.42,-0.85,0.49,881.98
81,193.99,182.10,0.26,0.02,0.29,-0.05,-0.97,-0.38,973.01
82,174.12,146.71,0.45,0.41,0.71,-0.62,0.33,-0.88,995.69
83,137.79,102.03,0.29,-0.63,-0.23,-0.86,0.05,-0.40,962.81
84,174.80,117.41,0.53,-0.16,0.87,-0.20,0.80,0.18,707.02
85,164.80,108.64,0.35,-0.71,-0.19,0.79,0.49,-0.19,785.95
86,194.53,141.04,0.12,-0.90,0.72,-0.95,0.48,-0.79,759.57
87,184.05,161.72,0.57,0.95,-0.18,0.33,0.72,0.89,656.89
88,129.36,105.87,0.71,-0.49,0.96,-0.93,0.64,0.36,881.42
89,150.21,143.78,0.53,0.90,0.16,0.52,-0.00,0.22,960.49
90,184.47,142.74,-0.26,-0.33,0.27,0.09,-0.04,0.94,616.11
91,171.55,107.74,0.42,0.08,-0.69,0.85,-0.30,0.94,471.54
92,123.42,120.34,-0.61,-0.57,0.90,0.47,-0.93,0.31,687.50
93,187.70,113.71,-0.87,0.69,-0.60,-0.21,-0.28,0.11,840.67
94,162.23,100.17,0.93,-0.72,-0.76,0.48,0.50,0.93,994.67
95,157.75,140.25,-0.97,-0.49,-0.85,0.59,0.61,0.41,725.07
96,166.31,101.18,-0.02,0.72,0.13,0.63,0.95,-0.31,827.26
97,153.33,131.51,0.69,0.83,-0.67,-0.82,-0.27,0.58,983.93
98,185.37,115.45,0.40,-0.26,-0.53,0.95,0.37,-0.93,774.31
99,194.37,167.69,0.43,0.30,0.61,0.26,-0.66,-0.73,630.36
100,139.42,116.98,0.36,0.56,0.26,0.72,0.49,0.42,687.29
101,185.46,124.89,-0.07,-0.35,0.53,0.49,-0.32,-0.23,277.42
102,136.36,116.07,-0.79,0.83,0.32,0.60,0.08,0.01,437.94
103,126.39,107.17,0.29,-0.61,-0.49,-0.36,-0.98,-0.86,564.37
104,199.91,106.48,0.15,-0.12,-0.29,0.86,-0.11,-0.46,984.49
105,102.81,101.61,-0.53,0.51,0.23,-0.08,-0.88,0.15,475.31
106,197.85,172.97,-0.07,-0.02,0.25,-0.58,0.40,-0.34,837.53
107,190.17,182.02,0.14,-0.62,0.27,-0.94,-0.94,-0.24,554.88
108,177.95,177.06,-0.76,-0.44,0.34,-0.73,-0.48,-0.08,832.10
109,141.66,110.39,-0.31,0.25,-0.78,-0.36,-0.85,0.29,773.65
110,174.79,142.50,-0.69,-0.81,0.00,-0.71,-0.03,-0.12,981.13
111,129.16,104.90,-0.07,-0.13,0.95,-0.66,0.16,-0.45,947.07
112,164.40,163.13,-0.02,0.13,0.25,-0.85,0.63,0.01,886.16
113,173.02,159.41,-0.64,0.87,0.97,-0.19,-0.57,-0.68,480.58
114,132.49,121.59,-0.62,-0.92,0.44,0.13,-0.75,0.89,944.12
115,183.66,118.24,0.92,0.83,0.43,-0.26,0.92,-0.78,849.79
116,175.43,140.27,0.88,-0.43,-0.53,-0.42,0.53,-0.94,784.45
117,164.83,124.55,0.58,0.41,-0.98,0.03,0.70,-0.47,785.57
118,127.74,113.20,-0.72,0.86,0.38,0.25,0.97,-0.10,676.07
119,185.86,170.19,-0.06,-0.50,0.09,0.47,-0.75,0.87,888.67
120,123.69,115.04,-0.93,0.00,0.18,0.57,0.81,-0.56,903.45
121,188.24,144.51,0.98,0.79,-0.56,-0.95,0.69,0.59,934.27
122,184.35,101.56,-0.84,0.27,-0.86,-0.51,-0.37,-0.98,277.92
123,160.56,132.20,-0.44,-0.48,0.03,0.46,0.96,0.94,727.52
124,142.99,102.36,0.75,0.77,0.90,0.17,-0.65,0.65,858.58
125,150.63,131.24,0.51,0.44,0.39,-0.83,0.96,-0.38,886.61
126,174.35,167.11,-0.91,0.43,-0.67,-0.38,-0.11,-0.55,959.35
127,141.85,131.24,-0.64,-0.68,0.39,-0.78,-0.58,-0.57,863.15
128,146.44,100.93,-0.53,-0.44,0.24,0.49,0.15,-0.18,906.19
129,126.97,101.43,-0.81,-0.88,-0.19,0.68,-0.31,0.73,945.75
130,176.57,161.18,-0.23,0.03,0.75,-0.57,-0.20,-0.13,929.19
131,136.90,100.60,-0.35,-0.96,-0.56,0.71,-0.32,0.42,975.74
132,153.08,117.82,0.17,-0.05,0.91,0.05,0.69,0.74,976.61
133,149.14,146.55,0.29,-0.70,-0.19,0.69,-0.91,0.49,824.64
134,189.62,176.53,0.75,0.36,-0.27,0.89,-0.67,0.81,893.23
135,142.41,132.86,-0.80,-0.34,-0.18,-0.31,0.20,0.21,840.59
136,189.36,126.96,-0.33,-0.64,-0.51,0.16,0.39,0.51,795.05
137,189.80,169.12,-0.35,0.12,0.16,0.02,0.01,-0.97,894.61
138,159.97,110.19,-0.55,-0.50,-0.78,0.37,0.43,0.57,233.41
139,123.51,109.33,-0.16,0.63,0.80,-0.83,-0.97,-0.63,739.52
140,170.12,120.12,0.46,-0.82,0.96,0.89,-0.29,-0.17,824.78
141,196.09,164.90,-0.68,-0.39,0.66,-0.50,-0.36,0.39,960.70
142,186.65,148.52,0.74,-0.29,0.58,0.03,-0.68,0.57,935.27
143,185.59,128.12,0.89,-0.08,0.17,0.02,0.69,0.41,964.38
144,169.65,130.25,0.86,0.93,0.86,0.04,-0.42,0.60,799.26
145,179.08,176.68,-0.88,0.73,0.71,-0.87,0.17,-0.25,773.23
146,164.06,121.37,0.09,0.96,0.21,0.79,0.17,0.70,859.41
147,195.51,134.32,0.44,-0.19,-0.75,-0.39,0.62,-0.73,457.43
148,191.60,109.85,0.09,-0.47,0.73,-0.17,0.06,0.91,325.87
149,197.81,183.48,0.69,0.12,-0.11,0.18,0.70,-0.58,705.61
