index,m1_msun,m2_msun,chi1x,chi1y,chi1z,chi2x,chi2y,chi2z,dL_Mpc
0,144.36,104.80,-0.47,-0.70,0.61,0.87,0.27,0.25,990.74
1,150.92,119.67,0.34,-0.50,0.65,-0.19,-0.30,-0.30,741.39
2,161.56,122.97,-0.83,0.18,-0.80,0.34,-0.30,0.10,855.43
3,191.61,135.60,-0.37,0.86,0.70,0.31,-0.47,-0.30,332.27
4,186.01,127.47,0.30,-0.11,-0.62,0.39,0.27,-0.17,962.70
5,196.42,188.25,-0.88,0.97,-0.36,-0.01,0.08,0.15,861.00
6,162.04,133.34,0.16,-0.98,-0.79,0.65,0.98,-0.34,868.89
7,153.71,133.61,-0.86,0.77,0.53,0.09,-0.91,-0.35,916.65
8,199.08,139.77,-0.67,0.63,-0.55,0.27,-0.97,0.42,981.63
9,171.61,163.57,0.23,-0.86,-0.39,-0.51,0.93,-0.08,955.56
10,135.83,126.06,0.56,-0.16,0.15,-0.06,-0.67,0.38,793.81
11,187.73,117.16,0.39,0.87,-0.71,0.04,-0.66,-0.42,778.21
12,147.13,104.86,0.52,-0.88,0.11,0.52,0.72,0.85,863.76
13,159.22,103.03,-0.09,-0.84,0.06,-0.14,0.53,-0.23,667.43
14,143.47,120.84,0.14,-0.06,0.38,0.06,-0.13,0.82,823.76
15,167.97,132.45,-0.52,0.90,-0.46,-0.40,0.35,-0.89,725.70
16,193.99,116.17,0.80,-0.73,0.67,-0.42,0.75,-0.82,879.42
17,182.81,131.50,-0.71,-0.16,0.69,0.94,-0.92,0.61,817.17
18,190.38,181.50,-0.66,0.93,0.01,-0.66,0.14,0.83,907.50
19,127.74,120.40,-0.00,0.66,0.50,0.52,-0.36,-0.27,805.94
20,194.33,114.14,-0.64,-0.03,-0.21,0.56,-0.16,-0.43,886.67
21,174.09,131.47,0.79,-0.69,-0.54,-0.40,0.48,-0.57,668.31
22,134.94,119.94,0.96,-0.84,-0.79,-0.57,-0.20,0.78,960.84
23,169.32,126.44,0.10,0.28,-0.40,0.44,0.56,-0.19,678.31
24,152.16,144.38,-0.14,-0.86,0.16,-0.96,-0.11,0.10,760.90
25,180.43,108.98,-0.72,-0.69,-0.11,0.94,-0.90,0.65,728.08
26,153.99,123.70,-0.74,0.21,-0.65,0.49,0.57,0.72,732.08
27,183.99,179.54,0.24,-0.49,0.10,0.53,0.46,0.10,830.10
28,197.47,146.19,0.40,-0.19,0.70,0.01,-0.88,0.39,904.92
29,194.66,120.21,-0.42,-0.95,-0.20,-0.96,0.35,0.91,192.09
30,161.96,128.90,-0.41,0.91,0.87,0.38,-0.89,0.96,614.76
31,112.24,110.84,0.42,-0.09,0.94,-0.83,0.12,-0.98,990.08
32,129.04,126.90,-0.11,0.30,-0.81,0.39,-0.36,0.68,930.57
33,188.50,106.79,0.98,-0.72,-0.81,0.61,0.12,-0.45,876.10
34,185.93,155.43,0.15,0.08,0.31,0.90,0.13,-0.65,790.27
35,197.89,176.61,0.30,0.60,-0.49,-0.37,-0.27,-0.80,536.63
36,189.91,115.41,-0.72,0.42,0.13,-0.96,-0.91,0.31,776.77
37,196.33,117.84,-0.91,0.90,0.11,0.73,-0.02,0.01,877.81
