index,m1_msun,m2_msun,chi1x,chi1y,chi1z,chi2x,chi2y,chi2z,dL_Mpc
0,163.04,162.76,0.39,-0.93,-0.46,0.18,0.73,-0.55,654.61
1,185.63,110.98,-0.42,0.95,0.93,0.26,-0.11,-0.66,937.53
2,152.12,148.01,-0.04,-0.77,-0.22,-0.59,-0.27,0.83,841.20
3,114.47,102.69,0.61,0.65,-0.92,0.17,0.24,0.74,900.33
4,119.49,117.30,0.87,-0.57,0.19,-0.09,0.60,0.49,909.71
5,131.13,118.44,0.91,-0.85,0.81,0.75,-0.40,0.33,854.42
6,150.85,140.92,0.01,0.87,-0.25,0.04,-0.49,0.34,627.65
7,194.50,185.56,-0.27,-0.17,0.50,-0.39,-0.51,-0.46,828.83
8,170.03,108.91,0.73,-0.26,0.98,0.56,0.19,-0.97,857.61
9,193.94,168.47,0.30,0.31,-0.37,0.01,0.21,-0.16,876.35
10,170.11,159.09,-0.53,-0.75,-0.71,0.51,0.85,0.56,944.76
11,152.68,101.04,0.10,0.22,-0.41,-0.77,-0.14,0.47,684.72
12,178.17,114.67,-0.15,-0.26,-0.56,0.49,-0.45,-0.53,487.22
13,195.94,110.25,-0.71,0.15,-0.29,-0.06,0.22,-0.84,856.46
14,198.89,164.72,0.38,0.38,-0.11,-0.51,0.85,0.98,862.76
15,118.35,107.87,0.43,0.53,-0.14,0.41,-0.35,-0.44,990.32
16,198.52,113.98,0.46,-0.15,-0.21,0.08,0.98,-0.70,964.60
17,171.35,165.24,0.25,0.59,-0.19,0.37,0.62,-0.39,624.88
18,146.58,145.68,-0.89,-0.17,0.89,0.36,-0.55,0.85,561.96
19,127.42,120.49,0.49,-0.91,-0.02,0.44,-0.44,-0.88,846.96
20,154.78,153.54,0.44,0.69,0.18,-0.90,0.58,-0.57,358.23
21,142.52,140.15,-0.87,0.32,0.53,0.24,0.24,-0.18,773.29
22,198.55,187.39,-0.10,0.96,-0.63,0.57,0.27,0.20,997.26
23,197.49,116.39,0.93,-0.08,0.34,-0.47,0.33,0.42,668.15
24,143.15,131.64,0.87,-0.96,0.58,-0.46,0.81,-0.05,800.45
