index,m1_msun,m2_msun,chi1x,chi1y,chi1z,chi2x,chi2y,chi2z,dL_Mpc
0,190.86,177.40,0.55,0.55,-0.39,0.47,-0.04,-0.51,904.03
1,169.97,143.89,0.93,-0.72,0.83,0.77,0.52,-0.35,682.45
2,185.86,126.59,0.00,0.07,0.56,0.83,0.80,-0.68,961.95
3,196.92,169.74,-0.71,0.03,-0.77,0.01,0.44,0.74,840.72
4,177.88,109.42,-0.96,0.71,0.98,0.04,0.92,-0.43,502.52
5,197.56,171.69,-0.54,-0.07,0.75,0.59,0.56,0.12,524.84
6,176.11,144.94,-0.73,-0.23,-0.43,-0.37,0.73,0.58,885.11
7,178.61,127.22,0.35,0.28,0.67,0.67,-0.76,0.56,558.03
8,112.81,109.64,-0.75,-0.46,-0.78,-0.01,0.46,-0.12,797.80
9,190.26,145.04,0.01,-0.71,0.99,-0.76,-0.12,-0.05,997.25
10,145.58,137.08,0.38,-0.04,0.33,-0.85,0.11,0.98,171.04
11,192.68,120.24,0.16,-0.16,0.30,0.68,0.31,0.35,259.94
12,164.39,130.60,-0.59,-0.53,-0.81,-0.88,0.93,0.62,997.69
13,182.28,157.92,0.60,-0.26,0.79,-0.43,0.96,0.80,836.37
14,144.34,117.68,0.43,-0.26,-0.93,-0.33,-0.42,0.57,503.68
15,185.66,122.72,0.47,-0.34,-0.51,-0.65,0.46,-0.62,964.56
16,175.85,155.46,-0.73,-0.24,-0.71,-0.37,0.49,0.12,958.47
17,171.95,106.38,-0.74,0.37,0.55,0.48,-0.30,-0.79,812.65
18,182.76,143.21,0.85,-0.40,-0.60,-0.96,-0.74,0.30,853.70
19,163.17,162.73,-0.20,0.89,0.81,0.65,-0.91,0.90,649.44
20,175.81,158.41,-0.39,0.82,0.31,0.71,0.55,0.03,371.98
21,164.98,135.45,-0.02,-0.04,-0.92,-0.25,-0.02,-0.13,841.07
22,197.07,108.44,0.32,-0.34,-0.98,-0.69,0.96,-0.92,666.04
23,189.31,141.58,0.90,0.07,-0.89,0.20,-0.07,0.91,872.40
24,177.84,104.16,-0.42,0.69,0.21,-0.75,0.95,-0.79,942.19
25,149.40,119.46,0.84,0.30,0.60,-0.27,-0.18,-0.91,267.51
26,146.67,132.99,-0.94,0.60,-0.52,0.91,0.58,-0.50,841.61
27,114.45,104.38,0.11,0.06,0.69,0.98,-0.82,-0.86,614.51
28,115.43,110.34,0.27,0.26,-0.88,0.54,0.11,-0.09,956.11
29,168.30,158.76,-0.78,-0.42,0.60,-0.37,0.60,0.03,633.64
30,174.48,117.06,-0.71,0.47,0.85,0.37,0.84,-0.37,848.63
31,196.75,192.51,-0.16,-0.59,0.54,0.41,0.64,-0.89,821.30
32,158.11,132.58,0.92,0.39,0.39,-0.22,-0.92,-0.77,734.82
33,137.05,134.69,0.19,0.71,0.67,0.28,-0.25,-0.23,878.48
34,159.09,146.96,0.86,-0.73,-0.91,-0.97,-0.89,-0.87,898.78
35,118.95,102.28,0.60,0.23,-0.59,-0.58,-0.77,0.39,827.86
36,195.86,112.99,-0.06,-0.80,-0.74,0.05,0.35,-0.58,912.05
37,148.23,147.57,0.56,0.45,0.01,-0.67,0.42,-0.39,994.45
38,178.27,122.69,-0.95,-0.82,0.49,-0.66,0.54,-0.21,748.80
39,166.98,108.27,-0.77,0.86,0.26,0.67,0.72,-0.17,801.59
40,148.67,143.72,0.65,-0.72,0.70,0.97,0.47,-0.99,237.86
41,183.27,149.07,0.59,0.91,-0.68,0.11,0.60,-0.77,926.86
42,193.78,170.03,-0.53,0.60,0.46,0.67,-0.89,0.72,804.51
43,157.17,131.24,0.06,0.19,-0.61,0.97,-0.53,-0.99,742.02
44,183.23,147.35,0.21,0.56,-0.45,-0.71,0.24,0.02,456.25
45,180.48,126.70,0.73,0.58,0.42,-0.10,0.71,-0.02,961.82
46,138.75,133.16,0.20,0.88,0.95,-0.21,-0.98,-0.33,734.10
47,152.07,128.83,-0.17,-0.49,0.22,-0.83,0.03,-0.14,880.61
48,168.25,143.89,-0.25,0.18,-0.88,0.51,0.35,0.56,531.59
49,113.98,102.16,-0.15,-0.80,0.23,-0.13,-0.93,0.68,987.03
50,182.63,119.99,0.30,0.23,-0.91,-0.06,-0.20,-0.47,563.85
51,189.62,100.74,0.73,-0.65,0.76,-0.69,0.78,-0.35,585.14
52,178.69,114.02,-0.09,0.13,0.41,-0.63,0.34,-0.51,950.65
