index,m1_msun,m2_msun,chi1x,chi1y,chi1z,chi2x,chi2y,chi2z,dL_Mpc
0,137.12,130.36,-0.74,-0.21,-0.50,-0.02,-0.22,0.20,774.76
1,161.79,114.21,-0.57,0.16,-0.19,-0.52,-0.08,-0.48,930.86
2,172.92,168.52,-0.30,0.72,-0.94,-0.01,-0.22,0.17,331.79
3,151.23,109.50,-0.68,-0.53,0.69,0.18,0.66,-0.14,129.28
4,164.86,134.23,-0.31,-0.92,0.65,-0.74,0.70,0.13,698.96
5,132.03,128.40,0.89,0.54,-0.13,-0.07,-0.84,-0.27,774.70
6,155.96,153.38,-0.21,0.28,0.60,-0.55,0.31,0.20,946.70
7,193.98,123.02,0.87,0.55,-0.81,-0.68,-0.93,-0.47,931.23
8,186.07,185.49,0.92,0.09,0.43,-0.86,-0.26,0.21,544.51
9,134.52,105.75,0.43,0.63,-0.52,0.06,0.45,-0.31,883.23
10,147.60,110.00,-0.93,-0.21,0.09,-0.79,-0.31,-0.69,841.03
11,184.65,139.53,-0.58,-0.70,0.22,-0.12,-0.57,-0.05,692.62
12,184.32,142.88,-0.16,0.73,-0.70,-0.01,-0.92,-0.62,893.91
13,154.03,139.22,-0.05,-0.84,-0.67,0.71,-0.51,0.38,914.05
14,189.74,178.30,0.47,-0.50,0.86,-0.99,-0.38,0.83,981.87
15,170.17,116.06,-0.22,-0.50,0.85,0.86,-0.91,0.77,482.74
16,178.96,109.77,0.05,-0.36,-0.96,0.46,0.31,-0.98,924.87
17,189.32,103.33,-0.65,0.76,-0.79,0.83,-0.21,0.88,749.91
18,195.02,104.56,0.53,0.27,0.63,-0.64,-0.54,-0.62,654.64
19,197.88,122.84,-0.00,-0.60,-0.60,-0.50,-0.90,0.14,622.79
20,179.00,125.64,-0.92,-0.15,-0.04,0.10,-0.56,0.65,798.29
21,196.64,191.61,-0.62,0.74,0.69,-0.77,0.78,-0.05,861.15
22,199.93,150.71,0.70,-0.56,-0.19,0.10,0.07,-0.77,894.92
23,186.07,167.25,0.96,-0.79,0.42,-0.89,0.70,0.51,237.32
24,182.85,144.84,-0.69,0.86,-0.46,-0.64,-0.73,0.47,794.12
25,193.52,129.65,0.26,-0.30,-0.75,-0.08,-0.28,0.83,698.75
26,182.28,126.65,0.62,0.03,-0.53,0.36,-0.46,-0.68,492.41
27,185.10,127.16,-0.98,-0.08,-0.41,0.80,0.17,0.09,463.64
28,179.75,111.88,0.70,-0.80,-0.21,-0.77,0.42,0.59,807.96
29,166.95,162.28,-0.85,-0.32,-0.72,0.07,0.18,-0.14,877.76
30,153.05,117.26,-0.59,0.45,-0.03,0.62,-0.11,0.68,988.38
31,143.12,110.08,0.71,-0.67,-0.43,-0.17,0.14,-0.09,665.08
32,133.86,124.90,-0.91,0.73,0.42,0.62,0.10,-0.67,754.46
33,198.46,111.59,-0.28,0.59,0.12,0.65,0.47,0.79,444.31
34,168.47,134.08,-0.39,-0.64,0.03,-0.07,0.46,-0.18,956.61
35,198.20,122.61,-0.25,0.23,0.01,-0.56,0.28,-0.84,831.15
36,176.33,134.13,-0.08,-0.83,0.17,-0.39,-0.09,0.17,777.72
37,174.08,149.09,-0.40,0.23,0.51,0.80,-0.88,0.39,975.55
38,175.27,165.42,-0.51,0.44,0.73,0.43,0.82,-0.25,840.26
39,175.40,133.42,-0.44,0.61,-0.19,0.68,-0.32,-0.05,389.15
40,193.32,107.12,-0.85,-0.72,0.33,0.17,0.11,-0.04,566.19
41,186.48,160.46,-0.35,0.11,-0.10,0.45,0.23,-0.81,476.96
42,178.06,177.32,0.58,-0.08,0.84,-0.32,-0.00,0.61,427.37
43,153.73,120.38,0.72,0.77,0.47,0.23,-0.89,-0.14,920.53
44,176.35,154.40,-0.13,0.58,-0.51,0.09,0.40,-0.10,423.63
45,160.68,118.06,0.54,0.04,0.21,-0.33,-0.66,-0.31,702.10
46,178.72,147.53,-0.48,0.71,0.45,0.82,-0.06,-0.00,855.94
47,148.95,137.95,0.12,0.55,-0.63,-0.98,0.38,-0.34,929.58
48,189.80,142.61,-0.90,-0.77,0.22,-0.95,-0.79,0.81,495.68
49,183.81,163.15,0.12,-0.92,0.86,0.65,0.68,-0.03,643.38
50,144.56,130.19,0.79,-0.08,-0.66,0.51,0.22,0.82,951.04
51,191.77,119.59,-0.47,0.09,-0.66,0.92,-0.38,0.50,781.86
52,164.24,149.00,0.15,-0.67,0.03,-0.44,-0.81,0.12,991.28
53,184.04,166.23,0.26,-0.59,0.39,0.26,0.46,0.95,546.71
54,179.58,176.59,0.36,-0.26,-0.20,0.72,0.14,-0.49,939.33
55,191.00,186.05,0.46,-0.90,-0.98,0.50,0.97,0.71,672.66
56,172.64,128.97,0.68,-0.39,0.01,0.95,-0.25,-0.57,964.48
57,197.49,155.70,-0.80,-0.91,0.16,0.66,0.23,-0.10,365.55
58,159.58,137.16,0.47,-0.56,0.65,0.71,0.69,-0.27,912.58
59,174.10,105.20,0.22,0.42,0.86,-0.38,-0.28,-0.25,992.62
60,194.97,169.30,0.46,0.76,0.01,-0.08,-0.90,0.82,305.32
61,173.08,112.30,0.29,0.83,-0.16,-0.67,-0.66,-0.01,896.03
62,133.99,101.90,-0.10,0.43,0.44,0.18,-0.04,-0.03,784.23
63,199.86,116.30,0.78,-0.62,0.70,-0.39,0.90,0.01,987.74
64,190.67,118.26,-0.14,-0.72,0.35,0.13,-0.55,0.13,891.04
65,179.07,120.41,0.58,-0.28,0.13,0.46,0.51,-0.10,915.55
66,176.43,156.90,-0.69,0.74,0.68,-0.20,0.28,0.27,357.92
67,161.63,149.04,0.39,0.42,0.86,-0.25,-0.53,0.08,877.73
68,192.71,180.47,0.88,0.21,0.91,0.91,-0.85,-0.43,537.24
69,131.22,112.31,-0.42,-0.06,0.58,0.31,0.91,-0.58,838.88
70,191.44,107.89,0.13,0.44,0.67,0.19,-0.89,-0.42,989.91
71,108.03,101.74,-0.92,-0.30,-0.89,-0.99,-0.32,0.31,804.01
72,160.91,155.93,-0.27,0.21,0.32,0.68,-0.61,-0.45,756.27
73,153.13,148.70,0.83,0.42,0.28,-0.81,0.44,0.96,805.26
74,182.07,172.85,0.59,0.64,0.43,-0.43,-0.74,-0.52,801.99
75,137.60,121.19,0.58,0.18,0.39,-0.17,0.79,-0.31,478.35
76,169.08,125.37,-0.21,-0.27,0.66,-0.50,0.59,0.64,902.91
77,189.75,180.28,-0.65,-0.31,-0.49,0.48,0.87,-0.82,745.48
78,143.56,129.81,0.91,-0.29,0.82,0.86,0.62,0.10,610.95
79,134.56,107.79,-0.13,0.81,-0.22,-0.35,-0.47,0.22,676.10
80,155.03,150.76,0.42,0.34,-0.84,-0.15,-0.50,-0.72,897.63
81,195.34,188.62,0.39,-0.76,0.88,-0.81,0.54,-0.54,691.88
82,193.86,187.86,-0.50,-0.01,-0.94,-0.79,0.55,-0.64,821.20
83,122.57,115.92,-0.98,-0.96,0.50,0.78,0.75,-0.81,506.60
84,177.93,143.66,-0.48,-0.46,0.97,-0.82,0.74,-0.13,668.14
85,119.00,118.08,0.94,-0.90,0.95,0.90,-0.50,0.20,875.54
86,147.17,135.31,-0.89,-0.13,0.66,0.70,-0.51,-0.75,896.98
87,169.67,135.05,0.97,-0.60,-0.77,0.35,0.86,-0.35,757.81
88,190.82,117.75,0.60,-0.90,0.74,0.99,0.22,0.87,804.46
