index,m1_msun,m2_msun,chi1x,chi1y,chi1z,chi2x,chi2y,chi2z,dL_Mpc
0,36.05,8.36,0.81,0.79,0.94,0.98,0.90,0.90,990.74
1,40.65,18.77,0.91,0.81,0.95,0.85,0.83,0.83,741.39
2,48.09,21.08,0.77,0.89,0.77,0.91,0.83,0.88,855.43
3,69.13,29.92,0.82,0.97,0.95,0.91,0.81,0.83,332.27
4,65.21,24.23,0.91,0.86,0.79,0.92,0.90,0.85,962.70
5,72.49,66.78,0.76,0.99,0.83,0.87,0.88,0.89,861.00
6,48.43,28.34,0.89,0.75,0.77,0.95,0.99,0.83,868.89
7,42.60,28.53,0.77,0.96,0.93,0.88,0.76,0.83,916.65
8,74.36,32.84,0.79,0.95,0.80,0.90,0.75,0.92,981.63
9,55.13,49.50,0.90,0.77,0.82,0.81,0.98,0.86,955.56
10,30.08,23.24,0.94,0.85,0.89,0.86,0.79,0.92,793.81
11,66.41,17.01,0.92,0.98,0.78,0.88,0.79,0.82,778.21
12,37.99,8.40,0.93,0.76,0.88,0.93,0.96,0.97,863.76
13,46.46,7.12,0.86,0.77,0.88,0.85,0.93,0.84,667.43
14,35.43,19.59,0.89,0.86,0.92,0.88,0.85,0.97,823.76
15,52.58,27.72,0.81,0.98,0.81,0.82,0.91,0.76,725.70
16,70.79,16.32,0.97,0.78,0.95,0.82,0.96,0.77,879.42
17,62.97,27.05,0.78,0.85,0.95,0.98,0.76,0.94,817.17
18,68.26,62.05,0.79,0.98,0.87,0.79,0.89,0.97,907.50
19,24.42,19.28,0.87,0.95,0.93,0.93,0.83,0.84,805.94
20,71.03,14.90,0.79,0.87,0.84,0.94,0.85,0.82,886.67
21,56.87,27.03,0.97,0.79,0.80,0.82,0.93,0.80,668.31
22,29.46,18.96,0.99,0.77,0.77,0.80,0.85,0.96,960.84
23,53.52,23.51,0.88,0.90,0.82,0.92,0.94,0.85,678.31
24,41.51,36.07,0.85,0.77,0.89,0.75,0.86,0.88,760.90
25,61.30,11.29,0.78,0.79,0.86,0.98,0.76,0.95,728.08
26,42.79,21.59,0.78,0.90,0.79,0.93,0.94,0.96,732.08
27,63.79,60.68,0.90,0.81,0.88,0.93,0.93,0.88,830.10
