index,m1_msun,m2_msun,chi1x,chi1y,chi1z,chi2x,chi2y,chi2z,dL_Mpc
0,57.74,43.75,0.83,0.75,0.92,0.79,0.92,0.83,934.63
1,25.30,5.43,0.98,0.85,0.88,0.87,0.86,0.83,709.78
2,69.56,20.21,0.99,0.88,0.80,0.75,0.97,0.79,855.30
3,72.77,37.78,0.89,0.91,0.86,0.89,0.98,0.95,277.74
4,66.20,45.84,0.78,0.87,0.76,0.76,0.96,0.92,942.32
5,18.70,15.98,0.94,0.90,0.95,0.89,0.78,0.81,684.38
6,44.59,13.61,0.97,0.82,0.88,0.81,0.79,0.96,989.65
7,48.34,21.80,0.87,0.79,0.87,0.91,0.77,0.90,994.79
8,63.79,34.47,0.76,0.81,0.75,0.81,0.88,0.84,786.12
9,46.21,46.20,0.79,0.86,0.93,0.90,0.94,0.75,705.72
10,27.60,5.73,0.81,0.87,0.96,0.80,0.83,0.83,983.36
11,42.00,14.49,0.97,0.80,0.81,0.92,0.92,0.93,856.84
12,68.31,11.97,0.93,0.85,0.78,0.76,0.94,0.91,914.67
13,16.66,7.29,0.91,0.77,0.89,0.95,0.77,0.88,692.38
14,60.12,38.09,0.95,0.94,0.90,0.90,0.76,0.83,934.92
15,16.96,15.33,0.97,0.77,0.96,0.84,0.97,0.77,629.71
16,54.45,27.65,0.88,0.80,0.91,0.94,0.96,0.80,672.21
17,53.38,42.45,0.76,0.77,0.89,0.77,0.96,0.89,497.65
18,19.30,6.93,0.81,0.90,0.86,0.96,0.99,0.93,888.02
19,27.68,13.87,0.78,0.77,0.88,0.79,0.82,0.93,981.11
20,51.87,25.71,0.76,0.88,0.90,0.79,0.94,0.81,944.35
21,71.91,36.08,0.76,0.92,0.96,0.87,0.79,0.95,876.92
22,69.72,53.44,0.89,0.82,0.85,0.78,0.96,0.97,932.95
23,59.38,48.90,0.77,0.97,0.96,0.93,0.99,0.99,183.05
24,40.77,24.91,0.98,0.88,0.89,0.78,0.90,0.98,672.20
25,55.22,11.84,0.87,0.92,0.95,0.84,0.78,0.77,545.89
26,71.34,49.34,0.94,0.83,0.91,0.84,0.86,0.79,701.52
27,29.20,10.01,0.92,0.82,0.77,0.83,0.90,0.86,917.67
28,44.93,21.13,0.78,0.92,0.92,0.80,0.86,0.84,843.91
29,64.66,42.57,0.92,0.88,0.79,0.84,0.85,0.90,943.68
30,67.17,34.66,0.76,0.97,0.91,0.99,0.76,0.80,836.80
31,64.32,25.81,0.94,0.85,0.85,0.88,0.82,0.97,436.39
32,57.56,46.83,0.81,0.89,0.79,0.96,0.89,0.81,950.92
33,66.59,29.89,0.92,0.97,0.91,0.96,0.97,0.90,864.74
34,55.34,18.74,0.80,0.86,0.82,0.81,0.94,0.98,688.02
35,57.82,31.04,0.91,0.84,0.79,0.91,0.94,0.77,989.34
36,49.10,42.73,0.92,0.97,0.77,0.93,0.75,0.86,786.10
37,46.21,15.01,0.87,0.83,0.89,0.89,0.75,0.99,824.79
38,48.27,19.44,0.92,0.76,0.80,0.98,0.89,0.97,908.50
39,67.60,42.11,0.95,0.76,0.86,0.98,0.76,0.89,920.24
40,66.01,58.36,0.92,0.81,0.84,0.85,0.85,0.85,843.55
41,72.64,39.15,0.97,0.83,0.81,0.92,0.77,0.87,997.83
42,67.83,34.95,0.79,0.89,0.87,0.80,0.87,0.90,931.54
43,52.96,16.53,0.95,0.96,0.78,0.84,0.78,0.97,893.71
44,71.73,13.39,0.98,0.99,0.96,0.86,0.97,0.91,987.04
45,60.78,14.54,0.92,0.85,0.83,0.90,0.99,0.95,769.81
46,12.83,8.28,0.93,0.85,0.88,0.93,0.91,0.80,889.80
47,64.10,36.97,0.97,0.98,0.93,0.85,0.87,0.92,753.22
48,39.13,15.37,0.95,0.91,0.84,0.92,0.83,0.80,186.81
49,71.79,19.48,0.84,0.92,0.85,0.95,0.78,0.75,926.07
50,51.59,20.34,0.83,0.95,0.82,0.89,0.82,0.79,772.82
51,30.71,9.72,0.90,0.85,0.98,0.77,0.91,0.97,689.18
52,69.29,11.77,0.75,0.95,0.83,0.79,0.96,0.94,377.46
53,30.03,24.49,0.82,0.79,0.93,0.85,0.86,0.96,773.35
54,66.75,16.89,0.89,0.85,0.98,0.96,0.81,0.81,965.03
55,30.43,29.25,0.83,0.86,0.76,0.77,0.83,0.82,551.00
56,41.86,23.10,0.84,0.88,0.89,0.93,0.83,0.82,681.05
57,43.54,24.45,0.85,0.82,0.90,0.93,0.98,0.81,999.34
58,56.90,37.66,0.85,0.79,0.91,0.90,0.94,0.90,839.53
59,37.19,9.01,0.97,0.90,0.97,0.88,0.91,0.77,205.79
60,50.33,19.64,0.79,0.97,0.90,0.92,0.91,0.75,732.40
61,72.87,45.37,0.80,0.95,0.78,0.77,0.88,0.96,885.89
62,64.55,46.63,0.84,0.81,0.82,0.78,0.86,0.75,996.99
63,54.97,53.21,0.76,0.97,0.84,0.94,0.95,0.88,925.35
64,73.57,5.43,0.87,0.89,0.94,0.79,0.88,0.75,597.16
65,41.96,15.57,0.77,0.90,0.79,0.89,0.93,0.77,637.14
66,24.76,10.21,0.77,0.83,0.98,0.77,0.92,0.80,997.42
67,44.93,8.20,0.90,0.98,0.76,0.89,0.90,0.97,989.76
68,61.04,7.36,0.87,0.81,0.76,0.90,0.88,0.85,461.69
69,60.95,47.04,0.88,0.96,0.93,0.89,0.82,0.80,838.91
70,54.13,10.78,0.86,0.90,0.81,0.80,0.81,0.93,785.40
71,44.47,36.96,0.98,0.77,0.96,0.76,0.85,0.82,468.78
72,51.22,30.92,0.80,0.87,0.88,0.77,0.84,0.91,955.50
73,44.45,22.80,0.91,0.91,0.78,0.98,0.89,0.93,942.80
74,40.30,40.13,0.94,0.82,0.85,0.76,0.85,0.78,661.44
75,24.91,6.58,0.76,0.94,0.87,0.86,0.97,0.94,784.22
76,62.42,5.13,0.80,0.78,0.84,0.82,0.75,0.88,969.80
77,42.31,23.96,0.86,0.98,0.83,0.96,0.78,0.76,924.97
78,29.84,17.88,0.76,0.77,0.77,0.90,0.90,0.88,568.76
79,52.17,33.99,0.98,0.95,0.94,0.77,0.76,0.96,923.37
80,59.53,11.33,0.81,0.77,0.96,0.82,0.77,0.93,881.98
81,70.80,62.47,0.90,0.87,0.91,0.86,0.75,0.82,973.01
82,56.89,37.69,0.93,0.92,0.96,0.79,0.91,0.76,995.69
83,31.45,6.42,0.91,0.79,0.84,0.77,0.88,0.82,962.81
84,57.36,17.19,0.93,0.85,0.98,0.85,0.97,0.89,707.02
85,50.36,11.04,0.91,0.78,0.85,0.97,0.93,0.85,785.95
86,71.17,33.73,0.89,0.76,0.96,0.76,0.93,0.77,759.57
87,63.84,48.20,0.94,0.98,0.85,0.91,0.96,0.98,656.89
88,25.55,9.11,0.96,0.81,0.99,0.76,0.95,0.91,881.42
89,40.14,35.64,0.93,0.98,0.89,0.93,0.87,0.90,960.49
90,64.13,34.92,0.84,0.83,0.90,0.88,0.87,0.98,616.11
91,55.09,10.42,0.92,0.88,0.79,0.97,0.83,0.98,471.54
92,21.39,19.24,0.80,0.80,0.98,0.93,0.76,0.91,687.50
93,66.39,14.59,0.76,0.95,0.80,0.84,0.84,0.88,840.67
94,48.56,5.12,0.98,0.78,0.78,0.93,0.93,0.98,994.67
95,45.42,33.17,0.75,0.81,0.77,0.94,0.94,0.92,725.07
96,51.42,5.83,0.87,0.96,0.89,0.95,0.98,0.83,827.26
97,42.33,27.06,0.95,0.97,0.79,0.77,0.84,0.94,983.93
98,64.76,15.81,0.92,0.84,0.81,0.99,0.92,0.76,774.31
99,71.06,52.39,0.92,0.91,0.94,0.90,0.79,0.78,630.36
100,32.59,16.88,0.91,0.94,0.90,0.96,0.93,0.92,687.29
101,64.82,22.42,0.86,0.83,0.93,0.93,0.83,0.84,277.42
102,30.45,16.25,0.77,0.97,0.91,0.94,0.88,0.87,437.94
103,23.47,10.02,0.91,0.80,0.81,0.83,0.75,0.77,564.37
104,74.94,9.53,0.89,0.86,0.83,0.97,0.86,0.81,984.49
105,6.97,6.13,0.81,0.93,0.90,0.86,0.76,0.89,475.31
106,73.49,56.08,0.86,0.87,0.90,0.80,0.92,0.83,837.53
107,68.12,62.41,0.89,0.79,0.90,0.76,0.76,0.84,554.88
108,59.56,58.94,0.78,0.82,0.91,0.78,0.81,0.86,832.10
109,34.16,12.28,0.83,0.90,0.78,0.83,0.77,0.91,773.65
110,57.35,34.75,0.79,0.77,0.87,0.78,0.87,0.85,981.13
111,25.41,8.43,0.86,0.85,0.98,0.79,0.89,0.82,947.07
112,50.08,49.19,0.87,0.89,0.90,0.77,0.95,0.87,886.16
113,56.11,46.58,0.79,0.98,0.99,0.85,0.80,0.79,480.58
114,27.74,20.12,0.80,0.76,0.92,0.89,0.78,0.98,944.12
115,63.56,17.76,0.98,0.97,0.92,0.84,0.98,0.78,849.79
116,57.80,33.19,0.98,0.82,0.81,0.82,0.93,0.76,784.45
117,50.38,22.19,0.94,0.92,0.75,0.87,0.95,0.81,785.57
118,24.42,14.24,0.78,0.97,0.92,0.90,0.99,0.86,676.07
119,65.10,54.13,0.86,0.81,0.88,0.93,0.78,0.97,888.67
120,21.58,15.53,0.76,0.87,0.89,0.94,0.97,0.80,903.45
121,66.77,36.16,0.99,0.97,0.80,0.75,0.95,0.94,934.27
122,64.04,6.09,0.77,0.90,0.77,0.81,0.83,0.75,277.92
123,47.39,27.54,0.82,0.81,0.87,0.93,0.99,0.98,727.52
124,35.10,6.65,0.96,0.96,0.98,0.89,0.79,0.95,858.58
125,40.44,26.87,0.93,0.92,0.92,0.77,0.99,0.82,886.61
126,57.05,51.98,0.76,0.92,0.79,0.82,0.86,0.80,959.35
127,34.29,26.87,0.79,0.79,0.92,0.78,0.80,0.80,863.15
128,37.51,5.65,0.81,0.82,0.90,0.93,0.89,0.85,906.19
129,23.88,6.00,0.77,0.76,0.85,0.95,0.83,0.96,945.75
130,58.60,47.83,0.84,0.87,0.96,0.80,0.85,0.85,929.19
131,30.83,5.42,0.83,0.75,0.80,0.96,0.83,0.92,975.74
132,42.16,17.47,0.89,0.86,0.98,0.88,0.95,0.96,976.61
133,39.40,37.58,0.91,0.78,0.85,0.95,0.76,0.93,824.64
134,67.73,58.57,0.96,0.91,0.84,0.98,0.79,0.97,893.23
135,34.69,28.00,0.77,0.83,0.85,0.83,0.89,0.89,840.59
136,67.55,23.87,0.83,0.79,0.81,0.89,0.92,0.93,795.05
137,67.86,53.39,0.83,0.88,0.89,0.87,0.87,0.75,894.61
138,46.98,12.14,0.80,0.81,0.78,0.91,0.92,0.94,233.41
139,21.46,11.53,0.85,0.95,0.97,0.77,0.75,0.79,739.52
140,54.09,19.08,0.93,0.77,0.99,0.98,0.84,0.85,824.78
141,72.27,50.43,0.79,0.82,0.95,0.81,0.83,0.92,960.70
142,65.65,38.96,0.96,0.83,0.94,0.87,0.79,0.94,935.27
143,64.91,24.68,0.98,0.86,0.89,0.87,0.95,0.92,964.38
144,53.75,26.17,0.97,0.98,0.97,0.87,0.82,0.94,799.26
145,60.35,58.67,0.76,0.96,0.96,0.76,0.89,0.84,773.23
146,49.84,19.96,0.88,0.99,0.90,0.97,0.89,0.95,859.41
147,71.86,29.02,0.92,0.85,0.78,0.82,0.94,0.78,457.43
148,69.12,11.89,0.88,0.81,0.96,0.85,0.88,0.98,325.87
149,73.46,63.43,0.95,0.88,0.86,0.89,0.95,0.80,705.61
150,36.85,14.19,0.97,0.77,0.81,0.88,0.90,0.77,969.87
151,51.21,31.76,0.76,0.89,0.75,0.77,0.89,0.95,966.19
152,65.32,64.01,0.76,0.94,0.80,0.99,0.81,0.91,437.01
153,56.43,26.97,0.93,0.97,0.96,0.93,0.79,0.84,875.59
154,66.26,26.55,0.90,0.91,0.83,0.92,0.78,0.82,446.91
155,29.76,7.84,0.88,0.93,0.95,0.92,0.82,0.82,610.24
156,10.17,7.63,0.94,0.96,0.84,0.92,0.83,0.77,946.46
157,39.67,29.80,0.84,0.84,0.98,0.81,0.90,0.77,893.42
158,71.72,7.34,0.77,0.91,0.85,0.76,0.83,0.89,565.45
159,49.52,41.15,0.88,0.87,0.88,0.76,0.77,0.76,748.21
