index,m1_msun,m2_msun,chi1x,chi1y,chi1z,chi2x,chi2y,chi2z,dL_Mpc
0,30.99,26.25,0.78,0.84,0.81,0.87,0.84,0.89,774.76
1,48.25,14.95,0.80,0.89,0.85,0.81,0.86,0.81,930.86
2,56.05,52.96,0.83,0.96,0.76,0.87,0.84,0.89,331.79
3,40.86,11.65,0.79,0.81,0.95,0.89,0.95,0.85,129.28
4,50.40,28.96,0.83,0.76,0.95,0.78,0.95,0.89,698.96
5,27.42,24.88,0.98,0.94,0.85,0.86,0.77,0.84,774.70
6,44.18,42.36,0.84,0.90,0.94,0.80,0.91,0.89,946.70
7,70.79,21.11,0.98,0.94,0.77,0.79,0.76,0.81,931.23
8,65.25,64.85,0.98,0.88,0.92,0.77,0.84,0.90,544.51
9,29.16,9.02,0.92,0.95,0.81,0.88,0.92,0.83,883.23
10,38.32,12.00,0.76,0.84,0.88,0.77,0.83,0.79,841.03
11,64.26,32.67,0.80,0.79,0.90,0.86,0.80,0.86,692.62
12,64.02,35.01,0.85,0.96,0.79,0.87,0.76,0.79,893.91
13,42.82,32.45,0.86,0.77,0.79,0.96,0.81,0.92,914.05
14,67.82,59.81,0.93,0.81,0.97,0.75,0.82,0.97,981.87
15,54.12,16.24,0.84,0.81,0.97,0.97,0.76,0.96,482.74
16,60.27,11.84,0.88,0.83,0.75,0.93,0.91,0.75,924.87
17,67.52,7.33,0.79,0.96,0.77,0.97,0.84,0.98,749.91
18,71.51,8.19,0.93,0.90,0.95,0.79,0.80,0.79,654.64
19,73.51,20.99,0.87,0.80,0.80,0.81,0.76,0.89,622.79
20,60.30,22.95,0.76,0.85,0.87,0.88,0.80,0.95,798.29
21,72.65,69.13,0.79,0.96,0.95,0.78,0.96,0.86,861.15
22,74.95,40.50,0.96,0.80,0.85,0.88,0.88,0.78,894.92
23,65.25,52.07,0.99,0.77,0.92,0.76,0.96,0.93,237.32
24,62.99,36.39,0.79,0.97,0.81,0.79,0.78,0.93,794.12
25,70.46,25.75,0.90,0.83,0.78,0.86,0.84,0.97,698.75
26,62.60,23.66,0.95,0.87,0.81,0.91,0.81,0.79,492.41
27,64.57,24.01,0.75,0.86,0.82,0.97,0.89,0.88,463.64
28,60.82,13.31,0.95,0.77,0.84,0.78,0.92,0.94,807.96
29,51.87,48.59,0.77,0.83,0.78,0.88,0.89,0.85,877.76
30,42.14,17.08,0.80,0.92,0.87,0.95,0.86,0.95,988.38
31,35.19,12.06,0.96,0.79,0.82,0.85,0.89,0.86,665.08
32,28.70,22.43,0.76,0.96,0.92,0.94,0.88,0.79,754.46
33,73.92,13.11,0.84,0.94,0.88,0.95,0.93,0.97,444.31
34,52.93,28.86,0.82,0.79,0.87,0.86,0.93,0.85,956.61
35,73.74,20.82,0.84,0.90,0.87,0.80,0.90,0.77,831.15
36,58.43,28.89,0.86,0.77,0.89,0.82,0.86,0.89,777.72
37,56.85,39.37,0.82,0.90,0.93,0.97,0.76,0.92,975.55
38,57.69,50.79,0.81,0.92,0.96,0.92,0.97,0.84,840.26
39,57.78,28.39,0.82,0.94,0.85,0.95,0.83,0.86,389.15
40,70.33,9.99,0.77,0.78,0.91,0.89,0.88,0.87,566.19
41,65.54,47.32,0.83,0.88,0.86,0.93,0.90,0.77,476.96
42,59.65,59.13,0.94,0.86,0.97,0.83,0.87,0.94,427.37
43,42.61,19.26,0.96,0.96,0.93,0.90,0.76,0.85,920.53
44,58.44,43.08,0.85,0.94,0.81,0.88,0.92,0.86,423.63
45,47.48,17.64,0.94,0.88,0.90,0.83,0.79,0.83,702.10
46,60.11,38.27,0.81,0.96,0.92,0.97,0.86,0.87,855.94
47,39.27,31.57,0.88,0.94,0.79,0.75,0.92,0.83,929.58
48,67.86,34.83,0.76,0.78,0.90,0.75,0.77,0.97,495.68
49,63.67,49.21,0.89,0.76,0.97,0.95,0.95,0.87,643.38
50,36.19,26.13,0.97,0.86,0.79,0.93,0.90,0.97,951.04
51,69.24,18.71,0.81,0.88,0.79,0.98,0.82,0.93,781.86
52,49.97,39.30,0.89,0.79,0.87,0.82,0.77,0.88,991.28
