index,m1_msun,m2_msun,chi1x,chi1y,chi1z,chi2x,chi2y,chi2z,dL_Mpc
0,155.99,93.87,-0.46,-0.26,0.63,-0.81,0.55,-0.29,709.48
1,121.63,116.66,-0.91,-0.54,-0.05,0.53,0.27,0.23,930.26
2,176.13,153.05,-0.05,0.38,-0.25,-0.09,0.85,0.34,976.70
3,114.10,51.97,-0.59,0.15,0.25,-0.78,0.14,0.34,803.91
4,158.20,39.33,-0.05,0.39,0.34,0.07,0.68,-0.95,468.01
5,149.35,137.66,0.37,-0.45,-0.09,-0.06,-0.70,0.99,524.15
6,185.87,89.55,0.15,-0.66,-0.12,-0.04,0.64,-0.35,657.62
7,106.46,66.92,-0.89,-0.01,-0.23,0.91,0.38,0.85,861.50
8,108.27,94.78,-0.42,0.10,0.06,0.60,-0.02,-0.07,962.86
9,107.74,19.16,-0.41,0.53,0.18,-0.14,0.22,-0.11,507.90
10,129.84,115.58,-0.17,-0.41,0.39,-0.69,-0.59,-0.18,574.94
11,192.95,107.53,-0.25,-0.39,-0.18,-0.08,0.76,-0.99,934.48
12,98.86,47.55,-0.04,-0.23,-0.12,0.19,0.06,-0.29,800.71
13,89.65,64.05,0.26,-0.55,0.32,-0.88,0.55,0.74,666.85
14,174.85,100.95,-0.45,-0.60,0.12,-0.09,-0.02,0.41,854.33
15,101.24,41.89,-0.61,0.17,0.47,-0.37,-0.61,0.28,636.31
16,155.60,127.63,-0.49,-0.14,0.61,-0.71,0.78,0.94,665.02
17,198.06,46.54,-0.78,-0.48,0.64,0.49,0.17,0.70,836.37
18,79.64,24.06,-0.82,-0.68,-0.32,0.93,-0.02,0.60,871.18
19,81.97,59.63,-0.45,-0.41,-0.47,-0.58,0.58,-0.00,830.14
20,192.12,70.22,-0.51,0.11,0.30,-0.67,0.44,0.56,906.64
21,189.05,133.94,0.64,0.41,-0.29,-0.94,0.78,-0.06,985.83
22,139.49,99.93,0.17,-0.95,-0.39,-0.00,0.36,0.36,144.38
23,144.51,95.56,0.13,0.53,0.49,0.67,0.44,-0.77,784.88
24,38.92,37.38,0.58,0.10,0.16,0.78,-0.10,0.91,873.88
25,59.24,22.14,-0.86,0.98,-0.57,-0.40,0.23,0.50,951.90
26,198.58,100.64,-0.91,0.77,0.67,-0.71,0.74,0.24,914.49
27,48.29,17.41,-0.11,-0.50,-0.18,0.84,-0.71,0.46,871.35
28,63.46,14.38,0.18,-0.74,-0.95,-0.66,0.84,-0.14,604.41
29,173.15,129.17,-0.30,0.88,0.88,0.81,-0.90,-0.99,976.01
30,144.39,10.41,0.62,0.82,-0.50,0.97,0.29,-0.03,931.05
31,129.92,8.61,0.69,-0.69,-0.41,-0.63,0.37,0.27,887.20
32,102.78,27.36,0.63,-0.50,0.17,-0.87,0.44,0.53,732.85
33,99.88,92.31,-0.18,-0.13,0.50,0.45,-0.48,0.90,413.87
34,196.66,92.18,0.85,0.05,0.53,0.46,-0.05,0.14,559.88
35,141.92,24.03,-0.23,-0.77,-0.26,0.85,-0.80,-0.10,905.63
36,67.96,23.63,0.31,0.29,-0.56,0.99,-0.87,0.19,754.22
37,110.05,90.72,-0.95,-0.13,0.77,0.83,-0.31,0.01,743.76
38,159.63,11.09,0.34,-0.83,0.67,-0.11,-0.01,0.36,484.19
39,173.20,155.97,-0.61,-0.15,0.68,-0.65,0.44,0.17,420.74
40,107.03,54.56,-0.69,0.37,-0.16,-0.11,0.32,0.48,747.97
41,35.15,20.81,0.95,0.78,-0.62,0.17,0.21,-0.70,929.24
42,192.19,28.61,-0.71,0.60,-0.37,0.72,-0.72,0.20,867.72
