index,m1_msun,m2_msun,chi1x,chi1y,chi1z,chi2x,chi2y,chi2z,dL_Mpc
0,176.33,139.29,0.64,0.78,0.27,-0.56,-0.85,-0.15,716.29
1,175.68,129.13,0.79,-0.51,-0.70,-0.75,-0.75,0.24,562.72
2,182.95,152.62,0.07,-0.78,-0.81,0.24,0.74,0.74,650.50
3,144.12,103.10,0.45,-0.10,0.70,-0.68,-0.94,0.39,862.61
4,191.98,171.07,0.45,0.89,-0.65,0.25,-0.66,-0.20,894.16
5,167.64,154.71,0.16,-0.85,-0.94,-0.25,-0.74,-0.77,979.99
6,181.63,120.32,-0.29,-0.57,-0.33,-0.11,-0.17,0.52,929.88
7,141.19,128.10,-0.43,-0.34,0.11,-0.14,-0.66,0.62,963.58
8,190.80,162.40,-0.77,0.59,0.95,-0.62,-0.48,0.42,830.29
9,179.78,104.24,-0.59,0.18,-0.23,0.86,-0.34,-0.71,890.98
10,136.45,132.22,0.66,0.85,0.30,0.46,0.64,-0.09,348.48
11,115.94,103.65,0.08,-0.26,-0.35,0.85,0.82,-0.36,873.20
12,186.27,157.63,-0.49,-0.91,-0.74,-0.60,0.68,-0.62,990.53
13,195.45,145.42,0.18,-0.84,0.15,0.14,-0.78,0.65,851.58
14,191.65,190.53,-0.15,0.46,0.14,0.77,0.09,-0.47,310.15
15,155.84,113.68,0.89,-0.29,0.39,-0.72,0.01,0.06,561.70
16,152.92,141.10,0.58,0.76,0.95,-0.04,-0.51,0.69,858.77
17,136.80,130.54,0.14,0.81,-0.50,-0.23,0.90,0.46,500.72
18,195.99,162.23,0.58,0.78,0.36,0.58,0.02,0.94,973.85
19,155.35,113.53,-0.14,-0.33,-0.10,-0.08,0.32,-0.16,926.01
20,189.08,128.56,0.57,0.72,0.09,-0.60,-0.37,-0.29,760.91
21,176.80,165.23,-0.51,-0.93,0.70,0.79,-0.17,-0.49,508.75
22,154.14,111.55,-0.58,0.31,0.83,-0.81,0.27,0.26,484.95
23,141.88,118.16,0.02,0.22,-0.32,0.92,0.37,0.98,723.09
24,160.87,118.46,0.78,-0.91,0.15,-0.10,0.20,-0.86,131.31
25,191.59,190.63,-0.62,0.86,0.90,0.44,0.02,-0.28,551.43
26,146.18,110.99,-0.84,-0.14,0.93,0.13,-0.94,-0.35,761.23
27,195.51,119.26,0.27,0.90,-0.16,-0.10,-0.44,-0.52,904.81
28,110.27,106.73,-0.40,-0.55,0.19,-0.09,-0.16,-0.81,142.74
29,182.98,140.03,-0.63,0.85,0.80,-0.84,0.11,-0.02,917.40
30,161.36,158.79,-0.64,0.74,-0.74,-0.39,-0.81,-0.12,922.60
31,146.32,123.34,-0.91,0.19,-0.66,-0.34,-0.14,0.27,911.98
32,121.28,117.21,0.49,-0.25,-0.27,0.07,-0.66,0.65,452.90
33,193.52,156.27,-0.54,-0.76,0.07,-0.39,-0.70,-0.82,920.71
34,185.32,114.09,-0.75,-0.18,-0.94,-0.87,-0.49,0.72,988.43
35,178.19,118.35,-0.92,-0.88,0.14,-0.23,-0.78,0.91,897.66
36,188.93,144.78,0.40,0.91,-0.79,0.48,-0.01,-0.91,905.62
37,131.85,106.61,0.01,-0.12,-0.66,0.51,0.30,0.42,826.01
38,191.76,134.66,0.30,-0.41,0.21,0.90,0.00,-0.14,932.30
39,195.95,169.06,0.82,0.46,-0.67,0.36,0.71,-0.08,899.12
40,137.68,118.77,-0.45,0.41,-0.68,-0.46,0.33,0.85,736.91
41,124.30,100.80,-0.33,-0.80,-0.53,-0.93,0.47,0.08,737.03
42,189.51,162.21,0.47,-0.18,-0.98,0.62,0.84,-0.34,920.29
43,145.82,107.07,-0.15,-0.46,0.54,0.10,-0.40,0.30,796.07
44,174.66,132.33,0.02,-0.65,0.34,0.81,-0.13,-0.57,984.84
45,192.30,134.86,-0.78,0.26,0.82,0.95,-0.92,-0.51,987.47
46,145.93,141.67,0.76,-0.19,-0.60,-0.07,-0.17,0.16,282.06
47,157.14,102.95,-0.06,-0.50,-0.37,0.97,0.55,-0.82,847.03
48,143.58,131.17,0.47,-0.75,-0.73,0.73,0.46,0.93,956.50
49,135.03,109.33,0.08,-0.35,0.27,-0.54,-0.52,-0.80,969.17
50,193.30,156.15,0.82,-0.21,-0.94,-0.49,0.45,0.19,568.17
51,159.48,112.46,-0.98,-0.61,0.60,0.26,0.40,-0.65,686.33
52,130.51,105.93,-0.31,-0.29,-0.57,0.29,-0.46,-0.93,952.46
53,129.63,102.06,0.41,-0.29,-0.96,0.72,0.87,-0.77,799.61
54,185.77,111.29,0.07,0.79,0.15,0.37,0.48,0.99,869.12
55,153.81,108.08,-0.23,-0.71,-0.88,0.76,0.08,-0.00,441.23
56,167.27,107.87,-0.54,-0.41,-0.55,-0.27,0.35,0.00,822.19
57,130.33,106.89,0.27,0.19,-0.26,-0.19,0.40,-0.92,719.02
58,176.65,173.63,0.55,-0.95,-0.54,0.46,0.87,-0.31,126.40
59,172.99,141.86,0.87,0.13,-0.88,-0.59,-0.44,0.01,216.77
60,170.55,125.99,-0.66,-0.24,0.02,0.78,0.42,0.05,650.02
61,171.55,137.99,0.19,-0.61,-0.58,0.11,-0.81,-0.10,767.29
62,191.07,136.80,0.72,-0.83,-0.02,0.40,-0.77,0.33,614.66
63,166.30,134.13,-0.15,-0.14,-0.60,0.86,0.49,-0.96,851.72
64,153.10,100.01,-0.02,0.13,0.64,-0.30,-0.60,0.32,705.62
65,188.29,155.77,0.92,0.56,0.21,-0.63,-0.49,-0.73,915.41
66,120.74,109.36,0.72,0.15,0.12,-0.00,0.08,0.57,539.10
67,141.18,120.59,-0.97,-0.08,0.66,-0.35,-0.59,0.38,751.57
68,147.10,134.14,-0.38,0.60,0.11,-0.91,-0.14,-0.17,973.93
69,118.23,108.35,-0.65,-0.81,0.02,-0.52,0.21,-0.72,498.27
70,132.96,102.28,-0.14,-0.79,-0.53,-0.39,-0.53,-0.80,837.07
71,142.82,128.90,-0.83,0.76,0.28,0.67,-0.47,0.93,133.70
72,188.52,129.18,-0.60,-0.45,0.08,-0.15,0.86,0.50,959.88
73,144.82,139.60,0.92,0.72,-0.55,-0.72,0.31,0.20,951.86
74,192.78,129.76,0.98,0.37,0.92,-0.72,0.67,0.68,838.73
75,172.57,157.71,0.80,0.92,-0.03,-0.27,0.72,-0.99,929.03
76,188.41,151.74,-0.16,0.20,0.02,0.55,-0.24,-0.89,881.79
77,167.35,109.51,0.87,-0.97,0.04,0.32,-0.54,0.78,878.87
78,119.88,116.13,0.37,0.74,0.84,0.33,0.39,-0.55,972.24
79,155.06,118.80,0.02,0.03,-0.72,0.55,-0.43,-0.31,404.50
80,171.16,111.68,0.44,-0.88,0.11,0.40,-0.88,-0.46,957.76
81,136.11,100.47,-0.15,-0.86,-0.22,-0.98,0.66,0.89,710.25
82,181.54,153.57,-0.12,0.40,-0.67,-0.68,0.29,0.32,920.08
83,180.38,157.36,0.71,-0.99,-0.13,-0.24,-0.51,0.61,570.15
84,187.42,119.17,-0.57,-0.38,-0.61,-0.85,-0.60,-0.74,971.40
85,186.50,123.48,0.07,-0.86,-0.28,0.97,0.28,-0.49,551.33
86,197.64,172.13,0.64,0.51,-0.65,-0.02,-0.46,-0.15,655.62
87,175.74,164.49,0.55,-0.44,-0.49,0.35,0.65,-0.55,734.56
88,165.34,164.21,0.20,-0.14,0.23,-0.65,0.09,-0.02,307.40
89,188.57,154.61,0.24,-0.24,-0.04,0.23,0.71,0.61,795.49
90,147.80,146.95,0.40,0.75,-0.45,0.25,-0.50,-0.26,826.27
91,193.44,169.84,-0.43,0.98,0.02,0.45,0.69,0.66,827.36
92,190.19,160.15,-0.73,0.76,-0.00,0.15,-0.30,0.47,962.69
93,151.41,147.92,-0.90,-0.69,0.72,0.73,0.31,0.79,809.08
94,187.64,179.88,-0.01,0.18,0.77,0.83,-0.90,-0.57,922.47
95,169.44,130.62,-0.98,-0.18,0.04,0.19,0.11,-0.90,650.94
96,161.19,125.03,-0.13,0.36,0.23,-0.38,-0.91,-0.81,986.20
97,185.25,127.33,-0.43,0.29,-0.64,0.84,-0.95,-0.23,392.78
98,163.08,108.84,0.01,0.35,-0.43,0.25,0.08,0.12,802.90
99,195.27,185.28,0.52,0.91,0.14,0.26,0.89,0.99,778.19
100,159.72,114.73,0.37,-0.47,0.76,-0.76,0.53,0.21,341.93
101,197.70,111.35,0.75,-0.19,0.58,0.63,0.90,-0.84,934.86
102,142.30,128.90,-0.24,0.67,0.33,-0.93,-0.70,0.99,671.98
103,148.41,108.58,0.65,0.21,-0.81,0.78,-0.61,0.44,929.81
104,108.56,101.62,-0.11,0.89,0.78,-0.20,-0.34,-0.20,743.82
105,140.46,134.02,-0.30,0.62,0.67,-0.07,0.95,0.40,444.16
106,156.01,134.99,0.64,0.03,0.91,-0.06,0.45,-0.77,963.34
107,189.74,104.88,0.06,0.16,0.65,0.73,-0.88,-0.43,884.62
108,185.33,155.45,-0.44,0.80,-0.02,-0.71,-0.65,0.84,698.87
109,115.92,101.98,-0.02,-0.74,-0.09,-0.54,-0.92,0.42,926.67
110,158.83,148.59,-0.22,-0.24,-0.96,-0.79,-0.37,0.69,890.54
111,123.67,104.33,-0.29,0.80,-0.22,0.56,-0.95,-0.47,925.29
112,154.08,130.77,-0.96,0.87,0.00,0.47,0.65,0.99,809.31
113,161.09,127.91,0.17,-0.98,-0.08,-0.05,-0.13,0.51,813.82
114,187.95,187.31,-0.82,0.73,-0.92,0.85,-0.25,-0.28,479.38
115,176.14,174.75,-0.49,-0.37,0.88,0.54,-0.70,0.39,837.15
116,157.30,120.14,0.87,-0.10,0.66,0.62,0.84,-0.73,841.28
117,134.12,107.57,-0.49,-0.10,0.25,-0.16,-0.63,0.93,739.21
118,150.53,135.52,-0.95,-0.93,-0.71,-0.46,-0.51,0.79,901.33
119,137.26,112.51,0.40,0.18,-0.63,-0.59,-0.96,0.74,935.02
120,177.28,153.07,-0.90,0.07,0.45,0.32,0.31,-0.01,656.31
121,169.26,101.69,0.23,-0.35,-0.04,0.78,-0.07,0.53,770.23
122,153.19,117.95,-0.67,0.09,0.51,0.25,-0.75,-0.49,290.86
123,116.65,100.82,-0.93,0.19,-0.86,-0.56,-0.45,-0.43,860.76
124,149.39,122.49,-0.26,0.52,-0.23,0.93,-0.49,0.69,830.10
125,131.97,118.93,0.67,-0.20,-0.44,0.06,-0.21,-0.38,772.00
126,166.26,151.44,-0.18,-0.77,0.13,0.00,0.79,-0.40,901.61
127,179.36,172.47,0.64,0.05,0.59,-0.78,0.42,-0.61,684.80
