index,m1_msun,m2_msun,chi1x,chi1y,chi1z,chi2x,chi2y,chi2z,dL_Mpc
0,153.35,114.84,0.28,-0.51,0.31,0.94,0.57,-0.05,295.52
1,149.34,148.06,-0.35,0.33,0.88,-0.61,0.73,0.92,732.82
2,174.73,138.34,0.14,-0.41,0.18,0.52,-0.36,-0.77,493.81
3,171.92,147.64,-0.14,0.69,0.55,0.10,0.47,-0.16,313.49
4,125.68,107.26,0.13,0.91,0.49,-0.10,-0.74,0.94,731.34
5,147.13,111.04,0.94,0.02,-0.63,0.95,0.07,-0.44,948.76
6,175.92,141.31,-0.12,-0.48,0.47,0.13,-0.29,0.21,932.98
7,128.53,123.56,-0.44,0.99,-0.02,0.48,0.32,0.78,888.35
8,158.42,129.70,-0.34,-0.92,-0.69,-0.45,-0.53,0.54,327.76
9,158.27,135.81,0.03,0.56,-0.46,-0.21,-0.35,0.17,723.16
10,147.10,106.04,0.58,0.24,-0.04,-0.98,0.17,-0.81,960.70
11,176.33,143.49,0.98,-0.95,0.96,0.40,-0.91,-0.15,686.57
12,135.11,124.89,-0.20,-0.59,-0.95,-0.35,0.31,0.08,852.32
13,174.56,166.64,-0.39,0.55,0.93,-0.64,-0.61,0.42,964.30
14,160.60,122.55,-0.83,-0.45,0.03,0.70,0.73,0.60,633.84
15,172.33,133.66,0.33,0.61,0.94,0.53,0.70,0.08,506.48
16,166.58,108.11,0.73,-0.94,0.06,0.70,-0.29,-0.39,850.68
17,158.26,104.62,0.02,0.01,0.28,-0.92,0.25,0.04,497.06
18,126.73,125.60,-0.36,0.18,-0.51,0.19,0.48,0.31,635.20
19,184.17,146.79,-0.36,0.76,0.39,0.42,-0.43,-0.73,649.99
20,133.83,104.12,-0.90,-0.39,0.04,-0.91,0.25,-0.89,659.08
21,147.57,104.58,0.83,-0.10,0.96,-0.36,-0.34,0.53,842.01
22,198.31,174.17,0.85,0.55,-0.15,-0.35,-0.83,-0.96,859.58
23,191.86,112.14,0.54,-0.84,-0.17,-0.70,-0.04,0.52,959.12
24,123.36,104.21,-0.62,-0.35,-0.14,0.02,0.88,-0.18,527.65
25,195.66,121.83,-0.16,0.36,0.31,0.42,0.68,0.46,920.19
26,180.52,110.55,0.14,0.28,0.80,0.57,-0.28,-0.89,839.03
27,123.54,113.38,0.21,0.65,-0.32,-0.99,0.46,0.77,684.08
28,186.22,150.62,-0.90,-0.41,0.05,-0.92,-0.59,0.10,557.03
29,173.92,100.00,-0.04,0.83,0.73,0.10,0.21,-0.36,713.95
30,174.07,107.79,-0.36,-0.96,0.29,-0.29,0.57,-0.92,647.18
31,174.75,173.86,0.92,0.24,-0.23,0.47,-0.01,0.36,588.66
32,155.25,141.57,0.70,-0.93,0.94,0.19,0.98,-0.53,960.59
33,144.96,120.32,-0.71,0.48,-0.55,0.32,0.07,0.12,809.61
34,169.97,164.11,-0.65,-0.11,-0.92,-0.53,0.22,0.31,377.96
35,130.90,107.13,-0.78,-0.70,0.69,-0.87,0.00,0.95,810.53
36,140.76,104.79,-0.23,-0.03,0.89,0.45,0.69,0.47,746.83
37,131.48,116.39,-0.19,0.07,0.58,0.70,-0.05,0.21,651.63
38,175.88,118.08,-0.89,-0.05,0.16,0.47,-0.62,-0.39,971.36
39,153.85,113.66,-0.92,0.37,-0.85,-0.82,-0.68,0.38,727.71
40,163.28,130.97,-0.91,0.89,0.68,0.25,0.22,-0.85,466.42
41,154.51,130.54,0.88,-0.60,0.45,-0.85,0.90,-0.67,804.05
42,195.84,131.60,0.67,0.05,-0.64,0.97,-0.31,-0.96,695.42
43,136.76,104.45,0.52,-0.38,0.56,0.19,0.57,0.60,895.51
44,174.20,161.78,-0.04,0.02,0.30,0.67,0.98,-0.61,526.26
45,158.51,134.40,0.03,0.77,0.44,0.47,-0.65,0.45,845.43
46,164.86,145.40,-0.54,0.89,0.86,0.41,-0.38,0.05,701.64
47,190.20,155.87,-0.30,0.21,-0.21,-0.01,-0.47,0.49,464.75
48,198.81,134.19,0.56,-0.83,0.74,0.69,-0.48,-0.23,875.94
49,157.31,152.36,-0.93,0.03,-0.15,0.50,0.84,-0.91,526.88
50,124.23,119.98,0.63,-0.91,0.05,-0.17,0.86,0.15,704.67
51,189.52,130.95,-0.04,0.04,-0.16,-0.57,-0.25,0.85,756.74
52,167.57,155.75,-0.23,0.70,0.81,-0.63,-0.06,0.96,885.01
53,190.16,142.15,-0.68,0.49,-0.83,-0.01,-0.22,0.38,904.87
54,155.94,140.66,-0.13,-0.97,0.28,-0.11,-0.96,0.35,577.61
55,165.25,113.73,0.80,-0.68,-0.94,0.42,-0.14,-0.21,758.07
56,171.72,115.24,0.97,-0.67,0.01,0.53,-0.48,0.05,639.80
57,187.13,154.36,0.54,0.23,-0.41,0.10,-0.50,-0.80,589.03
58,195.91,100.41,-0.90,0.57,-0.83,0.88,-0.99,0.05,591.53
59,114.62,100.50,0.91,0.88,-0.09,0.13,0.80,-0.24,734.28
60,128.85,112.13,-0.77,-0.22,-0.63,0.76,-0.37,0.66,323.91
61,130.79,127.69,-0.45,0.69,0.43,-0.89,0.96,-0.00,884.83
62,176.87,133.41,0.93,0.38,0.13,0.29,0.56,-0.94,738.36
63,178.04,152.52,0.30,0.41,0.90,0.07,0.85,0.12,873.00
64,176.40,171.52,0.89,-0.76,0.07,0.11,-0.05,-0.10,938.89
65,143.31,136.53,-0.13,0.37,0.05,0.89,0.18,-0.10,905.26
66,168.65,128.95,-0.01,0.91,0.70,0.64,-0.77,-0.47,478.52
67,165.01,164.40,-0.06,0.94,0.02,0.64,0.04,0.18,861.10
68,174.72,143.00,0.12,-0.15,-0.20,-0.00,-0.98,-0.82,925.63
69,178.59,124.27,-0.20,-0.74,-0.22,0.68,-0.88,-0.38,765.64
70,126.19,106.98,-0.36,-0.26,-0.88,0.35,0.59,-0.42,506.71
71,164.19,112.07,0.70,0.13,0.06,0.70,-0.86,-0.96,809.22
72,186.95,137.62,-0.80,-0.82,-0.68,-0.41,-0.24,-0.66,881.75
73,175.05,136.99,0.72,0.39,0.18,-0.04,0.14,0.95,922.40
74,179.66,165.29,-0.24,0.09,0.55,0.28,-0.78,0.06,689.61
75,181.25,164.34,-0.67,-0.92,0.65,-0.18,0.97,-0.94,672.75
76,133.70,113.89,0.39,0.84,-0.47,-0.77,-0.99,-0.90,794.30
77,182.47,128.70,0.13,-0.26,0.53,0.82,0.78,0.98,281.61
78,199.14,155.83,-0.36,-0.26,-0.01,-0.60,-0.90,0.44,984.56
79,197.31,107.58,0.56,0.35,-0.80,0.13,-0.10,0.78,474.07
80,174.95,146.94,-0.01,-0.62,0.42,-0.91,-0.44,0.85,629.88
81,194.01,115.41,0.91,-0.92,-0.14,-0.33,-0.70,-0.80,844.82
82,152.51,104.62,0.74,-0.75,-0.36,0.47,0.34,0.88,741.20
83,136.77,126.78,-0.53,-0.25,0.70,0.70,0.38,0.23,739.68
84,133.05,125.80,-0.75,0.15,0.27,0.58,0.65,0.28,968.35
85,160.32,146.48,-0.20,0.62,-0.25,0.53,-0.45,0.21,775.15
86,168.81,151.36,0.38,-0.57,-0.70,-0.81,0.86,-0.11,872.95
87,133.54,123.93,0.35,0.22,-0.18,-0.35,0.53,0.03,627.33
88,187.68,139.56,-0.16,-0.31,0.25,-0.94,0.57,-0.61,914.55
89,197.51,129.52,-0.15,0.20,-0.87,-0.08,0.04,0.35,860.77
90,197.76,161.15,-0.65,0.94,-0.63,-0.17,0.31,-0.56,456.12
91,196.87,166.51,0.74,0.96,0.32,-0.26,-0.23,-0.86,979.77
92,165.74,101.27,0.42,0.17,0.48,-0.88,-0.26,0.85,983.95
93,196.51,169.69,-0.51,-0.02,-0.49,-0.85,-0.69,-0.16,841.79
94,118.49,115.22,0.37,0.20,-0.92,-0.99,0.73,0.45,992.99
95,179.26,127.85,0.00,0.67,0.27,0.41,-0.27,0.47,776.12
96,194.16,137.44,-0.31,0.46,-0.80,-0.60,0.86,-0.30,455.03
97,171.91,120.00,-0.92,-0.43,0.58,0.53,-0.40,-0.48,972.36
98,188.31,156.77,0.66,-0.76,-0.52,-0.08,-0.48,0.31,899.02
99,183.18,125.56,-0.33,-0.16,-0.42,0.78,0.98,-0.26,736.18
100,153.40,118.38,0.41,0.87,0.31,0.40,0.86,0.64,906.93
101,171.00,133.30,0.80,-0.94,0.38,-0.72,-0.76,-0.87,727.51
102,133.68,112.96,-0.68,-0.79,-0.13,0.06,0.32,0.73,948.82
103,135.66,108.92,-0.67,-0.32,-0.56,-0.81,-0.63,0.53,920.40
104,162.77,131.33,-0.27,0.99,-0.50,0.36,0.51,-0.21,930.57
105,117.55,108.16,0.87,-0.70,-0.65,0.79,0.95,-0.41,848.83
106,173.45,163.57,-0.41,0.93,0.05,-0.64,-0.36,0.42,907.20
