index,m1_msun,m2_msun,chi1x,chi1y,chi1z,chi2x,chi2y,chi2z,dL_Mpc
0,40.27,33.84,-0.74,-0.21,-0.50,-0.02,-0.22,0.20,774.76
1,63.70,18.50,-0.57,0.16,-0.19,-0.52,-0.08,-0.48,930.86
2,74.28,70.10,-0.30,0.72,-0.94,-0.01,-0.22,0.17,331.79
3,53.67,14.03,-0.68,-0.53,0.69,0.18,0.66,-0.14,129.28
4,66.62,37.52,-0.31,-0.92,0.65,-0.74,0.70,0.13,698.96
5,35.43,31.98,0.89,0.54,-0.13,-0.07,-0.84,-0.27,774.70
6,58.17,55.71,-0.21,0.28,0.60,-0.55,0.31,0.20,946.70
7,94.28,26.87,0.87,0.55,-0.81,-0.68,-0.93,-0.47,931.23
8,86.77,86.22,0.92,0.09,0.43,-0.86,-0.26,0.21,544.51
9,37.79,10.46,0.43,0.63,-0.52,0.06,0.45,-0.31,883.23
10,50.22,14.50,-0.93,-0.21,0.09,-0.79,-0.31,-0.69,841.03
11,85.42,42.55,-0.58,-0.70,0.22,-0.12,-0.57,-0.05,692.62
12,85.10,45.73,-0.16,0.73,-0.70,-0.01,-0.92,-0.62,893.91
13,56.33,42.26,-0.05,-0.84,-0.67,0.71,-0.51,0.38,914.05
14,90.25,79.39,0.47,-0.50,0.86,-0.99,-0.38,0.83,981.87
15,71.66,20.26,-0.22,-0.50,0.85,0.86,-0.91,0.77,482.74
16,80.01,14.28,0.05,-0.36,-0.96,0.46,0.31,-0.98,924.87
17,89.85,8.16,-0.65,0.76,-0.79,0.83,-0.21,0.88,749.91
18,95.26,9.33,0.53,0.27,0.63,-0.64,-0.54,-0.62,654.64
19,97.98,26.70,-0.00,-0.60,-0.60,-0.50,-0.90,0.14,622.79
20,80.05,29.35,-0.92,-0.15,-0.04,0.10,-0.56,0.65,798.29
21,96.81,92.03,-0.62,0.74,0.69,-0.77,0.78,-0.05,861.15
22,99.94,53.17,0.70,-0.56,-0.19,0.10,0.07,-0.77,894.92
23,86.77,68.89,0.96,-0.79,0.42,-0.89,0.70,0.51,237.32
24,83.71,47.60,-0.69,0.86,-0.46,-0.64,-0.73,0.47,794.12
25,93.84,33.16,0.26,-0.30,-0.75,-0.08,-0.28,0.83,698.75
26,83.17,30.32,0.62,0.03,-0.53,0.36,-0.46,-0.68,492.41
27,85.84,30.81,-0.98,-0.08,-0.41,0.80,0.17,0.09,463.64
28,80.76,16.28,0.70,-0.80,-0.21,-0.77,0.42,0.59,807.96
29,68.61,64.16,-0.85,-0.32,-0.72,0.07,0.18,-0.14,877.76
30,55.40,21.40,-0.59,0.45,-0.03,0.62,-0.11,0.68,988.38
31,45.97,14.58,0.71,-0.67,-0.43,-0.17,0.14,-0.09,665.08
32,37.17,28.65,-0.91,0.73,0.42,0.62,0.10,-0.67,754.46
33,98.54,16.01,-0.28,0.59,0.12,0.65,0.47,0.79,444.31
