index,m1_msun,m2_msun,chi1x,chi1y,chi1z,chi2x,chi2y,chi2z,dL_Mpc
0,89.72,14.01,0.35,-0.04,-0.96,-0.89,0.13,0.13,483.66
1,51.99,28.93,0.37,-0.58,0.23,0.12,0.89,0.16,919.57
2,75.41,58.37,0.53,-0.05,0.05,0.10,-0.46,0.51,964.51
3,24.47,18.41,0.60,-0.49,-0.97,0.62,-0.13,-0.01,668.82
4,85.43,46.17,-0.37,-0.73,-0.48,-0.58,-0.74,-0.21,525.79
5,99.55,52.91,-0.69,-0.80,-0.83,0.07,0.35,0.03,914.14
6,51.67,38.38,-0.45,0.93,0.52,-0.83,-0.57,0.39,394.29
7,53.98,49.27,0.14,-0.38,-0.85,-0.02,-0.24,-0.66,367.03
8,96.10,59.63,-0.34,0.88,0.79,0.81,-0.10,-0.91,556.46
9,82.35,11.89,-0.49,-0.99,0.84,-0.65,0.35,-0.52,960.88
10,60.00,25.28,0.19,-0.42,0.15,-0.11,0.28,-0.70,627.12
11,97.56,56.25,0.82,-0.46,0.79,0.98,-0.78,0.86,575.09
12,87.04,19.56,0.49,0.88,0.55,-0.94,-0.80,-0.29,673.33
13,30.86,7.02,0.45,-0.06,-0.73,-0.32,0.88,-0.74,413.45
14,63.71,29.79,-0.26,-0.88,0.70,-0.07,-0.49,0.87,312.81
15,78.15,65.02,-0.23,0.51,-0.50,0.36,0.64,-0.09,723.33
16,88.80,58.92,-0.70,-0.19,0.51,0.48,-0.73,-0.87,957.10
17,90.53,78.76,0.74,0.44,0.74,-0.05,0.54,0.12,629.00
18,63.73,28.44,-0.05,0.08,0.65,0.53,-0.66,0.27,985.59
19,49.16,23.75,-0.42,0.27,0.02,-0.56,0.20,-0.51,498.80
20,63.51,5.05,-0.21,0.84,-0.62,0.85,0.77,-0.07,944.62
21,46.78,43.19,-0.97,-0.13,0.10,0.68,0.31,-0.62,500.89
22,77.50,24.99,-0.27,0.94,-0.36,-0.81,0.37,-0.09,356.84
23,64.57,7.82,-0.75,0.39,0.71,0.26,0.93,-0.70,608.00
24,56.74,24.11,-0.92,-0.81,0.44,0.72,0.75,0.35,602.59
25,85.40,22.04,-0.87,-0.84,0.12,-0.34,0.34,0.04,530.23
26,93.25,48.46,-0.88,-0.58,0.80,0.65,-0.21,0.84,544.92
27,27.33,18.33,0.65,-0.92,-0.21,0.09,0.90,-0.79,866.94
28,95.57,11.15,0.21,-0.60,0.70,-0.97,-0.84,-0.74,782.45
29,91.80,82.87,0.74,0.83,-0.78,0.20,-0.35,-0.94,942.43
30,32.22,22.30,-0.26,-0.76,0.13,0.27,0.16,0.02,991.75
31,44.32,43.61,-0.88,-0.52,-0.68,0.14,-0.84,0.97,423.45
32,93.70,78.06,0.96,-0.69,0.41,0.01,0.16,0.17,957.38
33,99.01,21.94,0.57,0.48,0.91,-0.02,-0.68,-0.89,679.33
34,96.35,86.15,0.41,-0.90,0.65,0.98,0.51,-0.46,361.34
35,82.77,66.49,-0.51,0.47,0.62,-0.98,-0.23,-0.78,791.67
36,97.50,5.47,-0.50,0.70,-0.97,-0.12,0.91,0.04,792.09
37,25.14,22.99,0.49,0.18,0.19,-0.29,0.40,-0.81,992.66
38,42.00,24.13,0.93,0.91,-0.79,0.08,-0.58,-0.70,514.43
39,91.71,49.94,-0.60,-0.13,-0.76,0.09,-0.09,0.14,698.10
40,25.04,21.75,-0.40,0.60,-0.41,-0.26,-0.42,0.78,762.95
