index,m1_msun,m2_msun,chi1x,chi1y,chi1z,chi2x,chi2y,chi2z,dL_Mpc
0,55.68,19.10,0.28,-0.51,0.31,0.94,0.57,-0.05,295.52
1,51.87,50.66,-0.35,0.33,0.88,-0.61,0.73,0.92,732.82
2,75.99,41.42,0.14,-0.41,0.18,0.52,-0.36,-0.77,493.81
3,73.32,50.26,-0.14,0.69,0.55,0.10,0.47,-0.16,313.49
4,29.40,11.90,0.13,0.91,0.49,-0.10,-0.74,0.94,731.34
5,49.77,15.49,0.94,0.02,-0.63,0.95,0.07,-0.44,948.76
6,77.13,44.25,-0.12,-0.48,0.47,0.13,-0.29,0.21,932.98
7,32.11,27.38,-0.44,0.99,-0.02,0.48,0.32,0.78,888.35
8,60.50,33.21,-0.34,-0.92,-0.69,-0.45,-0.53,0.54,327.76
9,60.36,39.02,0.03,0.56,-0.46,-0.21,-0.35,0.17,723.16
10,49.74,10.74,0.58,0.24,-0.04,-0.98,0.17,-0.81,960.70
11,77.52,46.32,0.98,-0.95,0.96,0.40,-0.91,-0.15,686.57
12,38.35,28.64,-0.20,-0.59,-0.95,-0.35,0.31,0.08,852.32
13,75.83,68.31,-0.39,0.55,0.93,-0.64,-0.61,0.42,964.30
14,62.57,26.43,-0.83,-0.45,0.03,0.70,0.73,0.60,633.84
15,73.71,36.98,0.33,0.61,0.94,0.53,0.70,0.08,506.48
16,68.25,12.71,0.73,-0.94,0.06,0.70,-0.29,-0.39,850.68
17,60.35,9.39,0.02,0.01,0.28,-0.92,0.25,0.04,497.06
18,30.39,29.32,-0.36,0.18,-0.51,0.19,0.48,0.31,635.20
19,84.96,49.45,-0.36,0.76,0.39,0.42,-0.43,-0.73,649.99
20,37.14,8.92,-0.90,-0.39,0.04,-0.91,0.25,-0.89,659.08
21,50.20,9.35,0.83,-0.10,0.96,-0.36,-0.34,0.53,842.01
22,98.40,75.46,0.85,0.55,-0.15,-0.35,-0.83,-0.96,859.58
23,92.27,16.53,0.54,-0.84,-0.17,-0.70,-0.04,0.52,959.12
24,27.19,9.00,-0.62,-0.35,-0.14,0.02,0.88,-0.18,527.65
25,95.87,25.74,-0.16,0.36,0.31,0.42,0.68,0.46,920.19
26,81.49,15.03,0.14,0.28,0.80,0.57,-0.28,-0.89,839.03
27,27.36,17.71,0.21,0.65,-0.32,-0.99,0.46,0.77,684.08
28,86.91,53.09,-0.90,-0.41,0.05,-0.92,-0.59,0.10,557.03
29,75.22,5.00,-0.04,0.83,0.73,0.10,0.21,-0.36,713.95
30,75.37,12.40,-0.36,-0.96,0.29,-0.29,0.57,-0.92,647.18
31,76.02,75.17,0.92,0.24,-0.23,0.47,-0.01,0.36,588.66
32,57.49,44.49,0.70,-0.93,0.94,0.19,0.98,-0.53,960.59
33,47.71,24.30,-0.71,0.48,-0.55,0.32,0.07,0.12,809.61
34,71.47,65.90,-0.65,-0.11,-0.92,-0.53,0.22,0.31,377.96
35,34.36,11.77,-0.78,-0.70,0.69,-0.87,0.00,0.95,810.53
36,43.73,9.55,-0.23,-0.03,0.89,0.45,0.69,0.47,746.83
37,34.90,20.57,-0.19,0.07,0.58,0.70,-0.05,0.21,651.63
