index,m1_msun,m2_msun,chi1x,chi1y,chi1z,chi2x,chi2y,chi2z,dL_Mpc
0,77.52,42.32,0.64,0.78,0.27,-0.56,-0.85,-0.15,716.29
1,76.90,32.67,0.79,-0.51,-0.70,-0.75,-0.75,0.24,562.72
2,83.80,54.99,0.07,-0.78,-0.81,0.24,0.74,0.74,650.50
3,46.91,7.95,0.45,-0.10,0.70,-0.68,-0.94,0.39,862.61
4,92.38,72.52,0.45,0.89,-0.65,0.25,-0.66,-0.20,894.16
5,69.25,56.98,0.16,-0.85,-0.94,-0.25,-0.74,-0.77,979.99
6,82.55,24.30,-0.29,-0.57,-0.33,-0.11,-0.17,0.52,929.88
7,44.14,31.70,-0.43,-0.34,0.11,-0.14,-0.66,0.62,963.58
8,91.26,64.28,-0.77,0.59,0.95,-0.62,-0.48,0.42,830.29
9,80.79,9.03,-0.59,0.18,-0.23,0.86,-0.34,-0.71,890.98
10,39.63,35.61,0.66,0.85,0.30,0.46,0.64,-0.09,348.48
11,20.14,8.47,0.08,-0.26,-0.35,0.85,0.82,-0.36,873.20
12,86.96,59.75,-0.49,-0.91,-0.74,-0.60,0.68,-0.62,990.53
13,95.68,48.15,0.18,-0.84,0.15,0.14,-0.78,0.65,851.58
14,92.06,91.00,-0.15,0.46,0.14,0.77,0.09,-0.47,310.15
15,58.05,17.99,0.89,-0.29,0.39,-0.72,0.01,0.06,561.70
16,55.28,44.05,0.58,0.76,0.95,-0.04,-0.51,0.69,858.77
17,39.96,34.02,0.14,0.81,-0.50,-0.23,0.90,0.46,500.72
18,96.19,64.11,0.58,0.78,0.36,0.58,0.02,0.94,973.85
19,57.58,17.86,-0.14,-0.33,-0.10,-0.08,0.32,-0.16,926.01
20,89.62,32.13,0.57,0.72,0.09,-0.60,-0.37,-0.29,760.91
21,77.96,66.97,-0.51,-0.93,0.70,0.79,-0.17,-0.49,508.75
22,56.43,15.98,-0.58,0.31,0.83,-0.81,0.27,0.26,484.95
23,44.79,22.25,0.02,0.22,-0.32,0.92,0.37,0.98,723.09
24,62.82,22.53,0.78,-0.91,0.15,-0.10,0.20,-0.86,131.31
25,92.01,91.10,-0.62,0.86,0.90,0.44,0.02,-0.28,551.43
26,48.87,15.44,-0.84,-0.14,0.93,0.13,-0.94,-0.35,761.23
27,95.73,23.30,0.27,0.90,-0.16,-0.10,-0.44,-0.52,904.81
28,14.76,11.40,-0.40,-0.55,0.19,-0.09,-0.16,-0.81,142.74
29,83.83,43.03,-0.63,0.85,0.80,-0.84,0.11,-0.02,917.40
30,63.29,60.85,-0.64,0.74,-0.74,-0.39,-0.81,-0.12,922.60
31,49.00,27.18,-0.91,0.19,-0.66,-0.34,-0.14,0.27,911.98
