index,m1_msun,m2_msun,chi1x,chi1y,chi1z,chi2x,chi2y,chi2z,dL_Mpc
0,76.57,57.58,-0.35,-0.96,0.38,-0.63,0.39,-0.33,934.63
1,32.56,5.58,0.93,-0.13,0.05,-0.01,-0.09,-0.36,709.78
2,92.61,25.65,0.96,0.05,-0.58,-0.97,0.86,-0.66,855.30
3,96.97,49.48,0.18,0.37,-0.07,0.15,0.92,0.70,277.74
4,88.06,60.43,-0.75,-0.01,-0.92,-0.94,0.71,0.44,942.32
5,23.60,19.90,0.60,0.23,0.65,0.20,-0.73,-0.49,684.38
6,58.73,16.68,0.82,-0.40,0.11,-0.52,-0.62,0.78,989.65
7,63.82,27.80,0.01,-0.68,0.00,0.34,-0.85,0.28,994.79
8,84.79,45.00,-0.92,-0.51,-0.96,-0.51,0.12,-0.24,786.12
9,60.93,60.91,-0.70,-0.07,0.47,0.29,0.60,-0.98,705.72
10,35.67,5.99,-0.53,0.03,0.75,-0.55,-0.31,-0.34,983.36
11,55.21,17.88,0.86,-0.62,-0.50,0.39,0.39,0.47,856.84
12,90.92,14.45,0.52,-0.19,-0.73,-0.94,0.61,0.31,914.67
13,20.82,8.10,0.29,-0.85,0.14,0.63,-0.81,0.06,692.38
14,79.80,49.91,0.68,0.62,0.25,0.27,-0.87,-0.33,934.92
15,21.24,19.02,0.85,-0.79,0.72,-0.28,0.85,-0.79,629.71
16,72.12,35.73,0.08,-0.60,0.33,0.55,0.77,-0.58,672.21
17,70.65,55.82,-0.92,-0.86,0.20,-0.84,0.73,0.12,497.65
18,24.41,7.62,-0.49,0.24,-0.11,0.73,0.97,0.52,888.02
19,35.77,17.04,-0.78,-0.79,0.05,-0.64,-0.43,0.48,981.11
20,68.61,33.11,-0.94,0.08,0.25,-0.66,0.54,-0.47,944.35
21,95.80,47.18,-0.89,0.42,0.72,0.04,-0.63,0.64,876.92
22,92.83,70.74,0.14,-0.40,-0.19,-0.71,0.72,0.82,932.95
23,78.80,64.58,-0.81,0.80,0.70,0.53,0.98,0.99,183.05
24,53.55,32.02,0.93,0.10,0.14,-0.74,0.22,0.95,672.20
25,73.16,14.28,0.04,0.43,0.63,-0.27,-0.75,-0.82,545.89
26,95.03,65.17,0.54,-0.32,0.34,-0.23,-0.12,-0.65,701.52
27,37.84,11.80,0.39,-0.38,-0.85,-0.34,0.25,-0.11,917.67
28,59.19,26.88,-0.73,0.41,0.45,-0.58,-0.06,-0.22,843.91
29,85.96,55.99,0.40,0.12,-0.64,-0.24,-0.13,0.26,943.68
30,89.37,45.25,-0.92,0.79,0.34,0.98,-0.92,-0.60,836.80
31,85.51,33.24,0.54,-0.18,-0.13,0.11,-0.41,0.81,436.39
32,76.33,61.77,-0.47,0.16,-0.63,0.78,0.19,-0.46,950.92
33,88.59,38.78,0.43,0.86,0.35,0.78,0.85,0.24,864.74
34,73.31,23.65,-0.55,-0.09,-0.40,-0.51,0.61,0.95,688.02
35,76.68,40.33,0.36,-0.24,-0.64,0.29,0.59,-0.79,989.34
36,64.84,56.20,0.44,0.81,-0.85,0.51,-0.98,-0.08,786.10
37,60.92,18.58,0.01,-0.34,0.13,0.18,-0.97,0.97,824.79
38,63.72,24.60,0.41,-0.90,-0.56,0.93,0.16,0.80,908.50
39,89.96,55.36,0.62,-0.90,-0.09,0.89,-0.94,0.14,920.24
40,87.81,77.42,0.40,-0.52,-0.24,-0.17,-0.19,-0.19,843.55
41,96.80,51.34,0.82,-0.35,-0.49,0.37,-0.80,0.01,997.83
42,90.26,45.65,-0.66,0.15,-0.01,-0.58,0.01,0.28,931.54
43,70.09,20.65,0.64,0.78,-0.72,-0.21,-0.78,0.86,893.71
44,95.56,16.39,0.89,0.96,0.71,-0.05,0.81,0.31,987.04
45,80.70,17.95,0.41,-0.14,-0.35,0.28,0.98,0.68,769.81
46,15.63,9.46,0.50,-0.18,0.05,0.49,0.33,-0.57,889.80
47,85.21,48.39,0.84,0.94,0.51,-0.21,-0.00,0.39,753.22
48,51.31,19.08,0.68,0.35,-0.21,0.40,-0.30,-0.60,186.81
49,95.64,24.65,-0.26,0.45,-0.15,0.68,-0.73,-0.96,926.07
50,68.22,25.82,-0.31,0.63,-0.41,0.20,-0.44,-0.64,772.82
51,39.90,11.41,0.26,-0.19,0.94,-0.80,0.31,0.82,689.18
52,92.25,14.19,-0.98,0.62,-0.29,-0.68,0.77,0.61,377.46
53,38.97,31.45,-0.45,-0.64,0.46,-0.19,-0.08,0.70,773.35
54,88.80,21.14,0.17,-0.13,0.90,0.72,-0.50,-0.49,965.03
55,39.51,37.91,-0.34,-0.10,-0.88,-0.86,-0.36,-0.41,551.00
56,55.02,29.56,-0.24,0.06,0.14,0.52,-0.34,-0.37,681.05
57,57.30,31.40,-0.13,-0.43,0.25,0.48,0.92,-0.52,999.34
58,75.44,49.32,-0.16,-0.69,0.29,0.27,0.54,0.24,839.53
59,48.69,10.45,0.83,0.22,0.81,0.08,0.33,-0.80,205.79
60,66.52,24.87,-0.64,0.84,0.21,0.45,0.35,-0.95,732.40
61,97.11,59.78,-0.56,0.66,-0.71,-0.84,0.10,0.73,885.89
62,85.82,61.50,-0.23,-0.49,-0.44,-0.76,-0.11,-0.98,996.99
63,72.82,70.43,-0.92,0.84,-0.23,0.60,0.62,0.10,925.35
64,98.07,5.58,0.03,0.20,0.57,-0.69,0.06,-0.96,597.16
65,55.16,19.35,-0.81,0.21,-0.65,0.14,0.47,-0.85,637.14
66,31.82,12.07,-0.85,-0.29,0.93,-0.82,0.42,-0.56,997.42
67,59.20,9.34,0.21,0.90,-0.95,0.15,0.28,0.84,989.76
68,81.05,8.21,-0.03,-0.53,-0.92,0.27,0.06,-0.20,461.69
69,80.93,62.05,0.10,0.71,0.54,0.20,-0.45,-0.61,838.91
70,71.68,12.85,-0.12,0.29,-0.53,-0.59,-0.49,0.46,785.40
71,58.56,48.37,0.94,-0.86,0.76,-0.89,-0.13,-0.45,468.78
72,67.73,40.17,-0.56,-0.00,0.11,-0.83,-0.25,0.31,955.50
73,58.54,29.16,0.29,0.35,-0.73,0.94,0.13,0.52,942.80
74,52.91,52.67,0.55,-0.45,-0.15,-0.90,-0.17,-0.78,661.44
