index,m1_msun,m2_msun,chi1x,chi1y,chi1z,chi2x,chi2y,chi2z,dL_Mpc
0,94.65,16.47,-0.49,-0.91,0.29,-0.31,-0.73,0.18,588.17
1,95.99,62.40,0.84,-0.68,-0.39,0.37,0.92,0.90,699.40
2,79.03,66.90,-0.44,0.85,0.55,-0.03,0.31,0.69,811.69
3,38.09,29.79,-0.00,0.91,0.86,-0.18,0.91,-0.73,851.72
4,83.38,49.81,0.04,-0.24,0.13,-0.15,-0.17,-0.71,942.85
5,73.53,8.59,0.21,0.38,0.66,0.18,0.77,-0.21,324.51
6,26.21,15.75,-0.96,0.94,0.97,-0.44,-0.69,0.17,976.11
7,88.27,6.03,-0.85,0.19,0.52,-0.27,0.61,0.43,920.97
8,82.91,11.22,-0.63,-0.96,-0.20,0.44,0.93,0.76,890.69
9,57.45,9.46,0.12,0.57,0.23,0.43,-0.33,-0.61,825.44
10,96.01,29.73,0.45,0.84,-0.14,0.38,-0.09,-0.50,758.86
11,46.19,45.48,-0.36,0.11,0.63,-0.09,0.28,-0.94,588.37
12,78.20,69.45,0.54,0.61,0.75,0.22,-0.37,0.68,322.66
13,81.94,9.34,-0.25,-0.73,0.21,0.04,-0.01,-0.29,422.47
14,95.33,23.99,0.06,0.35,-0.92,-0.40,-0.33,-0.23,866.64
15,53.64,19.03,-0.21,0.68,0.68,0.55,0.84,-0.46,921.34
16,64.02,49.52,0.48,-0.71,-0.66,0.08,-0.49,-0.41,720.94
17,93.63,10.42,0.20,0.38,0.38,0.02,-0.41,0.35,799.17
18,77.55,51.46,-0.02,-0.10,-0.90,0.32,-0.78,-0.91,901.86
19,28.95,8.76,0.78,0.74,0.15,-0.12,0.05,0.43,410.96
20,54.98,37.65,0.39,-0.04,0.52,-0.88,-0.07,0.30,705.55
21,15.13,11.73,-0.48,-0.67,-0.87,-0.53,0.07,0.05,954.86
22,71.85,29.55,0.11,0.40,0.21,0.77,0.42,0.61,698.14
23,39.95,18.96,0.80,-0.57,-0.89,0.15,-0.67,-0.13,755.56
24,96.45,71.66,0.52,-0.51,0.75,-0.21,0.78,-0.52,501.25
25,81.03,32.21,0.23,0.57,0.15,-0.93,0.83,-0.89,646.94
26,58.90,8.28,-0.16,-0.13,0.67,-0.11,-0.16,0.73,995.23
27,92.63,75.60,0.45,-0.22,0.82,-0.77,-0.61,0.12,900.34
28,70.06,45.23,0.74,0.80,0.58,-0.13,0.74,-0.57,490.37
29,68.67,11.06,-0.46,0.57,0.22,0.18,-0.46,-0.35,878.89
30,66.75,10.92,-0.50,0.11,0.54,-0.08,0.58,0.32,889.30
31,69.93,48.94,0.30,-0.27,0.00,0.71,-0.30,-0.82,672.33
