index,m1_msun,m2_msun,chi1x,chi1y,chi1z,chi2x,chi2y,chi2z,dL_Mpc
0,91.32,78.53,0.55,0.55,-0.39,0.47,-0.04,-0.51,904.03
1,71.47,46.69,0.93,-0.72,0.83,0.77,0.52,-0.35,682.45
2,86.57,30.26,0.00,0.07,0.56,0.83,0.80,-0.68,961.95
3,97.07,71.25,-0.71,0.03,-0.77,0.01,0.44,0.74,840.72
4,78.98,13.95,-0.96,0.71,0.98,0.04,0.92,-0.43,502.52
5,97.68,73.10,-0.54,-0.07,0.75,0.59,0.56,0.12,524.84
6,77.31,47.69,-0.73,-0.23,-0.43,-0.37,0.73,0.58,885.11
7,79.68,30.86,0.35,0.28,0.67,0.67,-0.76,0.56,558.03
8,17.17,14.16,-0.75,-0.46,-0.78,-0.01,0.46,-0.12,797.80
9,90.75,47.79,0.01,-0.71,0.99,-0.76,-0.12,-0.05,997.25
10,48.30,40.23,0.38,-0.04,0.33,-0.85,0.11,0.98,171.04
11,93.04,24.22,0.16,-0.16,0.30,0.68,0.31,0.35,259.94
12,66.17,34.07,-0.59,-0.53,-0.81,-0.88,0.93,0.62,997.69
13,83.16,60.03,0.60,-0.26,0.79,-0.43,0.96,0.80,836.37
14,47.12,21.79,0.43,-0.26,-0.93,-0.33,-0.42,0.57,503.68
15,86.38,26.59,0.47,-0.34,-0.51,-0.65,0.46,-0.62,964.56
16,77.06,57.69,-0.73,-0.24,-0.71,-0.37,0.49,0.12,958.47
17,73.35,11.06,-0.74,0.37,0.55,0.48,-0.30,-0.79,812.65
18,83.62,46.05,0.85,-0.40,-0.60,-0.96,-0.74,0.30,853.70
19,65.01,64.59,-0.20,0.89,0.81,0.65,-0.91,0.90,649.44
20,77.02,60.49,-0.39,0.82,0.31,0.71,0.55,0.03,371.98
21,66.74,38.68,-0.02,-0.04,-0.92,-0.25,-0.02,-0.13,841.07
22,97.22,13.02,0.32,-0.34,-0.98,-0.69,0.96,-0.92,666.04
23,89.85,44.50,0.90,0.07,-0.89,0.20,-0.07,0.91,872.40
24,78.95,8.95,-0.42,0.69,0.21,-0.75,0.95,-0.79,942.19
25,51.93,23.49,0.84,0.30,0.60,-0.27,-0.18,-0.91,267.51
26,49.34,36.34,-0.94,0.60,-0.52,0.91,0.58,-0.50,841.61
27,18.73,9.16,0.11,0.06,0.69,0.98,-0.82,-0.86,614.51
28,19.66,14.82,0.27,0.26,-0.88,0.54,0.11,-0.09,956.11
29,69.89,60.83,-0.78,-0.42,0.60,-0.37,0.60,0.03,633.64
30,75.75,21.21,-0.71,0.47,0.85,0.37,0.84,-0.37,848.63
31,96.91,92.89,-0.16,-0.59,0.54,0.41,0.64,-0.89,821.30
32,60.20,35.95,0.92,0.39,0.39,-0.22,-0.92,-0.77,734.82
33,40.19,37.95,0.19,0.71,0.67,0.28,-0.25,-0.23,878.48
34,61.14,49.61,0.86,-0.73,-0.91,-0.97,-0.89,-0.87,898.78
35,23.00,7.17,0.60,0.23,-0.59,-0.58,-0.77,0.39,827.86
36,96.06,17.34,-0.06,-0.80,-0.74,0.05,0.35,-0.58,912.05
37,50.82,50.19,0.56,0.45,0.01,-0.67,0.42,-0.39,994.45
38,79.36,26.56,-0.95,-0.82,0.49,-0.66,0.54,-0.21,748.80
39,68.63,12.86,-0.77,0.86,0.26,0.67,0.72,-0.17,801.59
40,51.23,46.53,0.65,-0.72,0.70,0.97,0.47,-0.99,237.86
41,84.10,51.62,0.59,0.91,-0.68,0.11,0.60,-0.77,926.86
42,94.09,71.53,-0.53,0.60,0.46,0.67,-0.89,0.72,804.51
43,59.31,34.67,0.06,0.19,-0.61,0.97,-0.53,-0.99,742.02
44,84.06,49.98,0.21,0.56,-0.45,-0.71,0.24,0.02,456.25
45,81.45,30.36,0.73,0.58,0.42,-0.10,0.71,-0.02,961.82
46,41.81,36.50,0.20,0.88,0.95,-0.21,-0.98,-0.33,734.10
47,54.46,32.39,-0.17,-0.49,0.22,-0.83,0.03,-0.14,880.61
48,69.84,46.70,-0.25,0.18,-0.88,0.51,0.35,0.56,531.59
49,18.28,7.05,-0.15,-0.80,0.23,-0.13,-0.93,0.68,987.03
50,83.50,23.99,0.30,0.23,-0.91,-0.06,-0.20,-0.47,563.85
51,90.14,5.70,0.73,-0.65,0.76,-0.69,0.78,-0.35,585.14
52,79.76,18.32,-0.09,0.13,0.41,-0.63,0.34,-0.51,950.65
53,68.16,57.63,-0.50,0.14,-0.65,0.81,-0.52,-0.04,970.00
54,71.99,15.31,-0.52,-0.07,-0.81,-0.90,0.70,0.36,597.15
55,79.17,68.86,0.49,0.04,-0.63,-0.53,-0.30,-0.54,777.68
56,48.60,31.72,0.63,0.52,0.95,-0.41,0.70,-0.34,901.96
57,67.65,59.03,-0.78,0.59,-0.08,-0.02,-0.40,0.85,957.73
58,74.06,18.28,-0.86,-0.02,0.56,0.17,0.18,-0.89,724.11
59,78.02,15.88,0.19,0.20,0.27,-0.01,-0.20,-0.08,802.86
60,68.50,15.24,-0.70,0.85,0.14,-0.82,-0.45,0.42,905.31
61,92.02,49.75,0.64,-0.75,-0.70,-0.51,0.77,-0.69,900.99
62,58.70,26.87,-0.38,-0.76,0.88,0.68,-0.62,-0.90,921.76
63,77.67,8.55,-0.71,-0.82,-0.39,0.27,-0.82,-0.72,829.31
64,65.30,57.71,0.83,0.31,0.15,0.30,-0.31,0.83,472.53
65,57.59,40.24,-0.66,-0.16,0.40,0.34,0.43,-0.97,966.94
66,83.83,58.12,-0.43,0.54,0.30,0.52,0.61,-0.62,953.07
67,81.78,33.88,-0.69,0.34,0.87,-0.87,0.99,-0.93,927.66
68,35.13,7.93,-0.76,-0.33,-0.70,-0.26,-0.40,-0.77,465.34
69,95.53,46.49,-0.95,0.79,0.02,0.08,-0.18,0.24,589.82
70,32.64,25.39,-0.88,0.52,-0.19,-0.32,-0.72,-0.51,906.07
71,53.93,43.81,-0.64,-0.45,-0.05,0.68,0.15,0.14,288.92
72,86.07,29.32,-0.88,-0.27,-0.75,-0.03,0.99,0.18,993.03
73,93.92,27.22,0.18,-0.37,-0.72,0.53,0.40,0.69,722.89
74,20.64,10.54,0.36,-0.68,-0.44,0.70,0.19,-0.98,896.11
75,31.73,9.27,-0.21,-0.70,-0.39,0.01,-0.21,0.70,961.06
76,46.33,32.89,-0.36,0.86,-0.14,0.81,0.82,0.24,733.87
77,99.28,67.88,0.01,-0.12,0.22,0.17,-0.01,-0.67,683.86
78,89.71,57.92,0.74,-0.23,0.27,0.69,-0.72,0.54,847.69
79,79.47,76.12,0.70,0.45,-0.17,-0.32,-0.27,0.70,834.63
80,89.63,68.11,-0.90,0.10,-0.18,-0.00,-0.86,-0.49,742.73
81,89.88,43.61,-0.63,0.86,-0.56,0.06,-0.59,0.83,844.45
82,82.33,54.29,-0.52,0.55,0.17,-0.78,-0.96,-0.09,978.00
83,35.01,20.86,-0.50,-0.04,-0.36,-0.20,-0.09,0.20,776.49
