index,m1_msun,m2_msun,chi1x,chi1y,chi1z,chi2x,chi2y,chi2z,dL_Mpc
0,182.17,155.92,0.55,0.55,-0.39,0.47,-0.04,-0.51,904.03
1,141.44,90.58,0.93,-0.72,0.83,0.77,0.52,-0.35,682.45
2,172.43,56.84,0.00,0.07,0.56,0.83,0.80,-0.68,961.95
3,193.99,140.99,-0.71,0.03,-0.77,0.01,0.44,0.74,840.72
4,156.86,23.36,-0.96,0.71,0.98,0.04,0.92,-0.43,502.52
5,195.25,144.79,-0.54,-0.07,0.75,0.59,0.56,0.12,524.84
6,153.42,92.63,-0.73,-0.23,-0.43,-0.37,0.73,0.58,885.11
7,158.28,58.09,0.35,0.28,0.67,0.67,-0.76,0.56,558.03
8,29.98,23.80,-0.75,-0.46,-0.78,-0.01,0.46,-0.12,797.80
9,181.01,92.83,0.01,-0.71,0.99,-0.76,-0.12,-0.05,997.25
10,93.88,77.31,0.38,-0.04,0.33,-0.85,0.11,0.98,171.04
11,185.72,44.46,0.16,-0.16,0.30,0.68,0.31,0.35,259.94
12,130.55,64.66,-0.59,-0.53,-0.81,-0.88,0.93,0.62,997.69
13,165.44,117.95,0.60,-0.26,0.79,-0.43,0.96,0.80,836.37
14,91.47,39.47,0.43,-0.26,-0.93,-0.33,-0.42,0.57,503.68
15,172.04,49.31,0.47,-0.34,-0.51,-0.65,0.46,-0.62,964.56
16,152.91,113.14,-0.73,-0.24,-0.71,-0.37,0.49,0.12,958.47
17,145.30,17.44,-0.74,0.37,0.55,0.48,-0.30,-0.79,812.65
18,166.39,89.26,0.85,-0.40,-0.60,-0.96,-0.74,0.30,853.70
19,128.17,127.33,-0.20,0.89,0.81,0.65,-0.91,0.90,649.44
20,152.83,118.90,-0.39,0.82,0.31,0.71,0.55,0.03,371.98
21,131.72,74.13,-0.02,-0.04,-0.92,-0.25,-0.02,-0.13,841.07
22,194.29,21.47,0.32,-0.34,-0.98,-0.69,0.96,-0.92,666.04
23,179.16,86.08,0.90,0.07,-0.89,0.20,-0.07,0.91,872.40
24,156.78,13.11,-0.42,0.69,0.21,-0.75,0.95,-0.79,942.19
25,101.33,42.95,0.84,0.30,0.60,-0.27,-0.18,-0.91,267.51
26,96.01,69.32,-0.94,0.60,-0.52,0.91,0.58,-0.50,841.61
27,33.18,13.54,0.11,0.06,0.69,0.98,-0.82,-0.86,614.51
28,35.09,25.16,0.27,0.26,-0.88,0.54,0.11,-0.09,956.11
29,138.19,119.59,-0.78,-0.42,0.60,-0.37,0.60,0.03,633.64
30,150.23,38.27,-0.71,0.47,0.85,0.37,0.84,-0.37,848.63
31,193.66,185.40,-0.16,-0.59,0.54,0.41,0.64,-0.89,821.30
32,118.31,68.54,0.92,0.39,0.39,-0.22,-0.92,-0.77,734.82
33,77.24,72.64,0.19,0.71,0.67,0.28,-0.25,-0.23,878.48
34,120.23,96.56,0.86,-0.73,-0.91,-0.97,-0.89,-0.87,898.78
35,41.95,9.45,0.60,0.23,-0.59,-0.58,-0.77,0.39,827.86
36,191.92,30.33,-0.06,-0.80,-0.74,0.05,0.35,-0.58,912.05
