index,m1_msun,m2_msun,chi1x,chi1y,chi1z,chi2x,chi2y,chi2z,dL_Mpc
0,138.07,9.42,-0.35,-0.49,-0.18,-0.48,-0.84,-0.06,876.91
1,123.38,103.69,0.07,0.49,-0.34,-0.67,-0.38,0.87,936.49
2,175.13,97.67,0.31,-0.68,-0.82,0.22,0.56,-0.93,834.06
3,82.47,25.19,0.23,-0.57,-0.82,0.04,0.23,-0.05,842.30
4,179.12,6.04,0.04,0.92,-0.28,0.81,0.12,-0.11,900.85
5,146.64,138.80,0.43,0.86,-0.70,-0.94,0.50,-0.21,805.62
6,116.86,107.42,-0.79,-0.91,-0.37,-0.78,0.66,-0.25,843.62
7,153.02,40.12,0.28,-0.17,0.47,-0.43,0.40,-0.34,601.37
8,76.64,53.85,-0.04,-0.37,-0.78,-0.55,-0.34,0.84,690.09
9,193.01,30.56,-0.82,0.03,-0.37,0.38,-0.33,-0.27,909.00
10,141.96,11.75,-0.07,0.39,-0.98,0.66,-0.86,0.88,258.05
11,162.87,133.38,-0.85,-0.08,0.19,-0.38,-0.02,0.88,933.91
12,195.46,171.07,-0.97,-0.81,-0.23,0.96,-0.02,0.94,995.79
13,52.61,11.08,-0.89,0.15,0.82,0.85,-0.65,0.81,965.35
14,144.81,109.41,-0.74,-0.72,-0.89,-0.63,-0.73,0.45,791.12
15,166.50,144.87,-0.49,0.98,0.57,0.04,-0.12,-0.96,924.24
16,165.56,120.65,-0.00,-0.22,-0.62,0.75,-0.56,-0.10,551.54
17,184.94,156.19,-0.60,0.95,0.58,0.06,0.25,-0.40,128.97
18,158.48,81.26,-0.76,0.22,0.99,-0.64,-0.24,-0.86,782.92
19,198.07,112.75,-0.48,0.97,-0.22,0.29,-0.61,-0.05,196.70
20,169.37,139.56,0.42,-0.83,-0.90,-0.43,-0.79,-0.76,590.19
21,97.18,29.31,-0.59,0.38,-0.80,-0.50,0.50,-0.52,910.03
22,122.25,78.47,0.19,-0.38,-0.30,0.25,0.39,0.78,869.79
23,152.57,60.13,-0.05,-0.51,-0.71,-0.76,-0.53,0.83,439.49
24,117.40,85.87,0.19,0.69,0.66,0.06,-0.33,-0.94,799.59
25,40.87,37.10,-0.32,-0.76,-0.03,-0.28,0.93,-0.98,608.52
26,179.16,99.45,0.29,-0.26,-0.60,-0.77,-0.07,-0.61,719.78
27,134.96,63.36,-0.53,-0.83,-0.13,-0.92,-0.09,0.65,753.75
28,71.71,51.98,-0.10,0.71,0.70,-0.90,-0.52,-0.12,879.32
29,174.57,48.92,-0.16,0.88,0.25,0.65,0.79,0.69,747.94
30,41.49,8.19,-0.72,0.04,0.98,-0.20,0.65,-0.90,926.79
31,140.93,139.58,-0.60,0.20,0.00,-0.38,0.61,-0.65,338.14
32,74.35,13.26,-0.89,-0.27,-0.58,-0.91,-0.36,0.76,906.76
33,199.05,172.92,0.01,0.57,0.40,0.85,0.90,0.28,305.61
34,115.54,105.74,-0.19,-0.26,-0.21,-0.05,-0.54,0.36,791.87
35,171.82,158.86,0.20,-0.11,-0.54,-0.03,-0.26,0.76,573.95
36,150.34,105.92,-0.76,-0.34,-0.66,0.96,0.38,-0.54,869.53
37,46.15,11.10,0.63,0.20,0.14,-0.76,-0.29,-0.90,708.50
38,137.51,114.07,0.76,-0.05,-0.64,-0.85,0.48,0.30,834.74
39,175.38,55.69,-0.23,-0.35,-0.90,0.80,-0.43,0.42,812.85
40,142.41,29.54,-0.52,0.71,-0.02,0.42,0.18,0.26,849.26
41,75.11,64.69,0.90,0.07,0.36,0.12,0.13,-0.43,716.84
42,157.23,147.65,-0.48,-0.89,-0.35,0.86,-0.27,-0.35,827.61
43,149.92,137.31,0.14,0.15,0.21,0.87,-0.67,-0.15,555.97
44,115.35,62.89,-0.13,0.37,-0.68,0.14,0.87,-0.24,618.10
45,175.10,24.48,0.76,-0.30,-0.50,-0.05,0.13,0.76,676.94
46,197.90,138.03,0.63,-0.24,-0.94,0.88,-0.15,-0.90,646.09
47,184.15,84.17,-0.63,-0.76,-0.11,0.22,-0.30,-0.25,848.36
48,125.57,24.41,0.07,-0.13,0.97,-0.50,-0.09,0.20,979.31
49,162.14,73.31,-0.10,0.45,0.95,0.56,-0.38,-0.28,875.75
50,128.89,92.11,0.48,0.40,-0.64,0.46,0.05,0.91,830.14
51,121.40,24.74,-0.13,0.17,-0.61,0.28,-0.97,0.65,631.05
52,167.45,109.80,-0.29,0.39,-0.54,0.16,-0.30,0.14,888.34
53,172.23,12.13,-0.41,0.15,0.66,-0.18,0.81,0.39,273.46
54,184.38,16.87,0.25,-0.71,0.26,0.52,-0.94,0.71,703.06
55,189.61,187.20,0.07,0.32,0.50,0.96,0.25,-0.23,801.59
56,78.80,8.49,0.38,-0.88,0.19,0.68,-0.72,0.67,891.08
57,88.97,7.05,0.30,0.71,0.01,0.84,0.09,-0.98,559.74
58,57.11,52.28,-0.74,0.73,-0.72,0.78,0.12,0.45,912.32
59,118.53,82.53,0.46,0.02,0.42,-0.69,0.49,-0.36,836.25
60,78.00,58.79,0.44,-0.48,-0.04,-0.28,-0.72,-0.94,881.66
61,183.16,132.60,0.39,0.40,-0.92,-0.96,0.28,0.95,789.62
62,127.32,42.04,0.58,0.19,0.17,0.54,-0.73,-0.07,762.13
63,133.69,24.12,0.87,0.25,-0.16,-0.90,0.11,0.05,988.15
64,147.45,129.76,0.26,-0.50,0.27,0.34,-0.73,-0.26,963.49
65,195.15,125.53,0.11,-0.61,0.07,-0.04,0.21,0.84,917.73
66,116.03,110.15,0.19,0.01,-0.95,0.35,0.04,-0.91,796.54
67,118.32,36.08,-0.60,-0.06,-0.06,-0.47,-0.60,0.28,596.62
68,150.55,131.32,0.76,0.46,0.63,0.32,0.68,0.68,462.13
69,102.54,102.08,-0.79,-0.08,-0.05,-0.73,-0.84,-0.13,633.24
70,99.62,11.36,-0.72,-0.32,-0.95,0.40,-0.96,-0.23,613.07
71,96.65,69.72,0.17,-0.44,0.51,-0.71,0.06,-0.46,769.67
72,117.09,14.64,-0.18,-0.08,-0.19,-0.01,-0.23,0.19,877.74
73,57.53,37.74,0.13,0.54,0.24,0.64,0.76,-0.07,643.00
74,66.83,14.60,0.96,0.22,-0.44,-0.02,-0.25,0.90,885.46
75,180.79,89.71,-0.31,0.43,0.65,0.16,-0.76,0.89,836.96
76,87.20,10.23,0.71,0.01,0.22,0.97,-0.74,-0.66,851.47
77,144.71,53.80,0.98,0.58,-0.81,-0.34,0.90,0.75,955.62
78,169.07,115.48,0.16,-0.32,-0.71,0.21,-0.11,0.20,931.68
79,188.52,14.08,0.16,0.58,0.73,0.97,-0.50,-0.95,691.49
80,50.15,41.19,-0.32,-0.84,-0.02,-0.33,0.83,-0.40,803.58
81,179.75,30.03,0.26,0.80,0.54,0.97,-0.83,0.37,709.94
82,75.79,17.77,0.06,-0.97,0.55,-0.18,0.97,0.34,367.36
83,178.68,150.73,0.38,-0.38,0.35,0.18,0.59,-0.71,940.29
84,169.97,86.51,0.23,0.13,-0.00,-0.11,0.83,-0.22,723.70
85,118.34,28.20,-0.75,-0.71,-0.72,0.31,-0.77,0.73,697.74
86,112.03,6.49,0.45,0.31,-0.77,-0.48,0.58,-0.77,808.83
87,199.20,128.03,-0.06,-0.82,-0.56,0.65,-0.09,0.12,773.73
88,70.00,27.06,0.21,-0.05,0.23,0.45,0.20,0.33,742.30
89,124.23,10.70,0.02,-0.74,-0.83,-0.22,0.65,0.51,927.18
90,184.06,54.97,0.74,0.96,-0.11,0.32,-0.44,-0.12,312.78
91,69.39,6.22,-0.55,0.82,0.10,-0.06,0.67,-0.26,865.80
92,187.94,77.46,0.15,-0.40,-0.82,-0.22,0.68,0.89,712.45
93,61.59,6.44,0.68,-0.52,0.66,-0.15,0.79,-0.10,847.73
94,82.03,18.25,0.22,-0.13,0.72,-0.81,-0.97,0.97,583.63
95,78.20,70.81,-0.65,0.99,-0.98,-0.92,0.61,0.40,534.48
96,186.58,154.57,-0.74,0.97,0.55,0.18,0.57,0.64,804.82
97,176.29,60.16,0.63,-0.01,0.70,0.27,-0.87,-0.07,902.67
98,156.41,27.01,0.55,0.59,-0.47,-0.37,0.00,0.28,886.79
99,94.58,28.58,-0.78,0.83,0.17,0.79,-0.09,0.71,988.64
100,178.50,57.12,0.17,-0.34,0.51,0.55,0.04,0.17,823.36
101,102.58,32.91,-0.58,0.09,-0.35,0.87,-0.26,0.16,364.04
102,143.81,140.14,-0.51,0.16,0.16,-0.04,-0.23,0.89,913.81
103,127.65,105.30,0.34,0.42,0.83,-0.53,0.61,0.60,589.62
104,194.76,140.31,-0.58,0.31,0.00,0.22,-0.55,0.91,365.88
105,175.56,118.61,0.85,0.17,0.94,0.54,-0.49,-0.75,691.12
106,123.88,44.05,-0.18,0.79,0.57,-0.90,0.47,0.59,995.95
107,197.12,173.22,0.25,-0.37,0.24,0.77,0.10,-0.71,692.01
108,106.24,48.58,0.74,-0.14,0.78,-0.35,0.90,0.25,940.42
109,123.57,85.98,-0.14,-0.03,-0.46,0.55,-0.71,0.82,671.46
110,171.89,65.56,-0.96,0.11,0.03,-0.77,0.69,0.17,952.18
111,162.05,91.27,0.82,-0.83,-0.05,-0.52,-0.67,-0.63,858.08
112,115.32,51.28,0.17,-0.41,0.52,-0.71,0.43,0.63,792.53
